,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40970886,0.3902704,0.39443558,0.0,0.42481837,0.3788452,0.0,0.0,0.31605473,0.26518455,0.0,0.426774,0.32429937,0.0,0.32555586,0.41867274,0.0,0.3683456,0.0,0.43223938
SAR324_clade(Marine_group_B),0.4220938,0.33619094,0.0,0.0,0.0,0.0,0.0,0.29859746,0.0,0.30390507,0.42481837,0.0,0.43576872,0.0,0.0,0.34954602,0.42016152,0.0,0.0,0.4106709,0.0,0.0,0.39126083,0.0,0.0,0.0,0.3279454
Syntrophobacteraceae,0.29294506,0.0,0.0,0.0,0.0,0.3816881,0.0,0.29591888,0.0,0.40342978,0.3788452,0.43576872,0.0,0.28147358,0.33336332,0.0,0.39590973,0.0,0.0,0.42289257,0.0,0.31283218,0.38820615,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.34976837,0.41863072,0.0,0.42708135,0.0,0.0,0.43191704,0.0,0.0,0.28147358,0.0,0.0,0.3821963,0.0,0.0,0.0,0.0,0.25675032,0.0,0.0,0.3992089,0.41045788,0.41447023,0.35718238
Gracilibacteraceae,0.38446757,0.0,0.0,0.38344595,0.0,0.36888573,0.0,0.0,0.0,0.2964049,0.0,0.0,0.33336332,0.0,0.0,0.32532203,0.0,0.0,0.3517226,0.0,0.32000563,0.0,0.26688161,0.36860174,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.36083946,0.0,0.0,0.0,0.0,0.0,0.41010776,0.34780377,0.0,0.36657134,0.31605473,0.34954602,0.0,0.3821963,0.32532203,0.0,0.33807868,0.0,0.0,0.40518218,0.0,0.0,0.4330005,0.38269198,0.0,0.0,0.29510564
Syntrophorhabdaceae,0.0,0.42450827,0.3141355,0.0,0.36470458,0.0,0.41623008,0.35332182,0.38268647,0.39567003,0.26518455,0.42016152,0.39590973,0.0,0.0,0.33807868,0.0,0.3844747,0.41881084,0.0,0.30285886,0.4139498,0.0,0.0,0.0,0.0,0.35732654
Synergistaceae,0.0,0.41435185,0.3724141,0.3999635,0.40112287,0.31399244,0.0,0.0,0.27363956,0.32252297,0.0,0.0,0.0,0.0,0.0,0.0,0.3844747,0.0,0.0,0.0,0.4246353,0.0,0.0,0.0,0.0,0.43577614,0.0
Prolixibacteraceae,0.29476157,0.0,0.35169348,0.0,0.0,0.4139458,0.3886114,0.398805,0.32050782,0.41209552,0.426774,0.0,0.0,0.0,0.3517226,0.0,0.41881084,0.0,0.0,0.0,0.4222025,0.40604842,0.0,0.38282144,0.37340048,0.0,0.0
Methanosaetaceae,0.4313656,0.34833607,0.0,0.0,0.0,0.0,0.0,0.41010812,0.0,0.3773756,0.32429937,0.4106709,0.42289257,0.0,0.0,0.40518218,0.0,0.0,0.0,0.0,0.0,0.40374088,0.41387287,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.42141277,0.2808476,0.397042,0.43203697,0.28875655,0.3753826,0.0,0.2974787,0.40947908,0.0,0.0,0.0,0.25675032,0.32000563,0.0,0.30285886,0.4246353,0.4222025,0.0,0.0,0.0,0.0,0.4328338,0.31029886,0.4094522,0.30541793
Methanoregulaceae,0.0,0.0,0.2984678,0.0,0.39735624,0.0,0.0,0.34169292,0.0,0.2830263,0.32555586,0.0,0.31283218,0.0,0.0,0.0,0.4139498,0.0,0.40604842,0.40374088,0.0,0.0,0.0,0.0,0.39536303,0.0,0.0
Geobacteraceae,0.43201774,0.0,0.0,0.0,0.0,0.40752527,0.0,0.28881338,0.26363993,0.0,0.41867274,0.39126083,0.38820615,0.0,0.26688161,0.4330005,0.0,0.0,0.0,0.41387287,0.0,0.0,0.0,0.0,0.0,0.26372015,0.0
SBR1031,0.0,0.0,0.0,0.33328035,0.0,0.0,0.35967883,0.0,0.42706305,0.3762579,0.0,0.0,0.0,0.3992089,0.36860174,0.38269198,0.0,0.0,0.38282144,0.0,0.4328338,0.0,0.0,0.0,0.0,0.41348216,0.0
Pedosphaeraceae,0.41113046,0.0,0.3859564,0.0,0.0,0.0,0.0,0.35021156,0.3895552,0.36959782,0.3683456,0.0,0.0,0.41045788,0.0,0.0,0.0,0.0,0.37340048,0.0,0.31029886,0.39536303,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.2668081,0.40005985,0.43455645,0.0,0.0,0.0,0.0,0.39348546,0.42606655,0.0,0.0,0.0,0.41447023,0.0,0.0,0.0,0.43577614,0.0,0.0,0.4094522,0.0,0.26372015,0.41348216,0.0,0.0,0.0
Kosmotogaceae,0.0,0.26841515,0.0,0.0,0.33645478,0.0,0.38340712,0.38798517,0.0,0.37823793,0.43223938,0.3279454,0.0,0.35718238,0.0,0.29510564,0.35732654,0.0,0.0,0.0,0.30541793,0.0,0.0,0.0,0.0,0.0,0.0
