,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43163887,0.41237152,0.38995847,0.0,0.42776442,0.43976873,0.0,0.0,0.26295948,0.31685606,0.0,0.2811102,0.40573844,0.0,0.42780167,0.3056733,0.0,0.33842838,0.0,0.4221539
SAR324_clade(Marine_group_B),0.32440472,0.3189299,0.0,0.0,0.0,0.0,0.0,0.4130362,0.0,0.3812391,0.42776442,0.0,0.29073998,0.0,0.0,0.32046193,0.39299405,0.0,0.0,0.35204718,0.0,0.0,0.3380282,0.0,0.0,0.0,0.4292748
Syntrophobacteraceae,0.27961892,0.0,0.0,0.0,0.0,0.43221363,0.0,0.3860892,0.0,0.28437063,0.43976873,0.29073998,0.0,0.43887314,0.29544052,0.0,0.410173,0.0,0.0,0.36508876,0.0,0.3391184,0.35805905,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.3523223,0.37815726,0.0,0.35257593,0.0,0.0,0.42195505,0.0,0.0,0.43887314,0.0,0.0,0.31812274,0.0,0.0,0.0,0.0,0.29900828,0.0,0.0,0.39213717,0.38820395,0.33131087,0.35519886
Gracilibacteraceae,0.40726918,0.0,0.0,0.39980668,0.0,0.26648918,0.0,0.0,0.0,0.41547492,0.0,0.0,0.29544052,0.0,0.0,0.41459712,0.0,0.0,0.3437839,0.0,0.41743967,0.0,0.37977266,0.34928614,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.3521952,0.0,0.0,0.0,0.0,0.0,0.34826642,0.35593382,0.0,0.43616295,0.26295948,0.32046193,0.0,0.31812274,0.41459712,0.0,0.28665182,0.0,0.0,0.3036963,0.0,0.0,0.4051279,0.34115753,0.0,0.0,0.41816744
Syntrophorhabdaceae,0.0,0.36713228,0.42044064,0.0,0.38176745,0.0,0.28050482,0.334855,0.31946766,0.41017008,0.31685606,0.39299405,0.410173,0.0,0.0,0.28665182,0.0,0.4040627,0.43886027,0.0,0.29987592,0.35049975,0.0,0.0,0.0,0.0,0.4294213
Synergistaceae,0.0,0.43659815,0.32539222,0.37820148,0.34361658,0.3988036,0.0,0.0,0.33879295,0.43866378,0.0,0.0,0.0,0.0,0.0,0.0,0.4040627,0.0,0.0,0.0,0.4126758,0.0,0.0,0.0,0.0,0.3772428,0.0
Prolixibacteraceae,0.34133962,0.0,0.4084095,0.0,0.0,0.36344385,0.43383062,0.3450359,0.28975338,0.4293749,0.2811102,0.0,0.0,0.0,0.3437839,0.0,0.43886027,0.0,0.0,0.0,0.43813968,0.42722017,0.0,0.4331502,0.34780642,0.0,0.0
Methanosaetaceae,0.3269588,0.39393464,0.0,0.0,0.0,0.0,0.0,0.39596552,0.0,0.29391658,0.40573844,0.35204718,0.36508876,0.0,0.0,0.3036963,0.0,0.0,0.0,0.0,0.0,0.32106125,0.42802152,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.41359845,0.34194177,0.4053565,0.36330828,0.26963723,0.30299756,0.0,0.43391654,0.34909678,0.0,0.0,0.0,0.29900828,0.41743967,0.0,0.29987592,0.4126758,0.43813968,0.0,0.0,0.0,0.0,0.36089572,0.38179475,0.38662973,0.36730185
Methanoregulaceae,0.0,0.0,0.27686206,0.0,0.30960003,0.0,0.0,0.34246618,0.0,0.37067926,0.42780167,0.0,0.3391184,0.0,0.0,0.0,0.35049975,0.0,0.42722017,0.32106125,0.0,0.0,0.0,0.0,0.34430164,0.0,0.0
Geobacteraceae,0.40687284,0.0,0.0,0.0,0.0,0.4297184,0.0,0.30022514,0.37418312,0.0,0.3056733,0.3380282,0.35805905,0.0,0.37977266,0.4051279,0.0,0.0,0.0,0.42802152,0.0,0.0,0.0,0.0,0.0,0.34605092,0.0
SBR1031,0.0,0.0,0.0,0.3096898,0.0,0.0,0.35199994,0.0,0.30387068,0.3879351,0.0,0.0,0.0,0.39213717,0.34928614,0.34115753,0.0,0.0,0.4331502,0.0,0.36089572,0.0,0.0,0.0,0.0,0.33948877,0.0
Pedosphaeraceae,0.41718623,0.0,0.34511313,0.0,0.0,0.0,0.0,0.36274856,0.43900558,0.34560227,0.33842838,0.0,0.0,0.38820395,0.0,0.0,0.0,0.0,0.34780642,0.0,0.38179475,0.34430164,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.4021072,0.35998353,0.31893933,0.0,0.0,0.0,0.0,0.33517635,0.35341036,0.0,0.0,0.0,0.33131087,0.0,0.0,0.0,0.3772428,0.0,0.0,0.38662973,0.0,0.34605092,0.33948877,0.0,0.0,0.0
Kosmotogaceae,0.0,0.39201373,0.0,0.0,0.39554372,0.0,0.39906907,0.3030689,0.0,0.40286097,0.4221539,0.4292748,0.0,0.35519886,0.0,0.41816744,0.4294213,0.0,0.0,0.0,0.36730185,0.0,0.0,0.0,0.0,0.0,0.0
