,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3607999,0.35074177,0.36930478,0.0,0.38083294,0.31804815,0.0,0.0,0.37612867,0.37507588,0.0,0.35409388,0.40470162,0.0,0.3347698,0.33217567,0.0,0.44897097,0.0,0.4154007
SAR324_clade(Marine_group_B),0.32997322,0.43810305,0.0,0.0,0.0,0.0,0.0,0.3604121,0.0,0.4428983,0.38083294,0.0,0.42602572,0.0,0.0,0.31864074,0.4188642,0.0,0.0,0.44632924,0.0,0.0,0.4096842,0.0,0.0,0.0,0.4011418
Syntrophobacteraceae,0.40302712,0.0,0.0,0.0,0.0,0.45706713,0.0,0.43376234,0.0,0.41992784,0.31804815,0.42602572,0.0,0.35960746,0.37017238,0.0,0.40341976,0.0,0.0,0.32258403,0.0,0.3808933,0.4299038,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.37513945,0.43189484,0.0,0.3951486,0.0,0.0,0.4464892,0.0,0.0,0.35960746,0.0,0.0,0.4530574,0.0,0.0,0.0,0.0,0.3844702,0.0,0.0,0.34204733,0.42936847,0.3755488,0.29900527
Gracilibacteraceae,0.37389725,0.0,0.0,0.45873132,0.0,0.36882463,0.0,0.0,0.0,0.37360466,0.0,0.0,0.37017238,0.0,0.0,0.4431639,0.0,0.0,0.27207702,0.0,0.4242309,0.0,0.45444393,0.4392579,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.4097051,0.0,0.0,0.0,0.0,0.0,0.35820207,0.26894027,0.0,0.4202723,0.37612867,0.31864074,0.0,0.4530574,0.4431639,0.0,0.32383946,0.0,0.0,0.39293224,0.0,0.0,0.45250234,0.38666818,0.0,0.0,0.43514207
Syntrophorhabdaceae,0.0,0.41343978,0.42776057,0.0,0.43762392,0.0,0.3901648,0.32974446,0.44602567,0.2741263,0.37507588,0.4188642,0.40341976,0.0,0.0,0.32383946,0.0,0.34546855,0.3945456,0.0,0.33302912,0.3916574,0.0,0.0,0.0,0.0,0.3552416
Synergistaceae,0.0,0.40915665,0.34382963,0.32580498,0.28995204,0.32760045,0.0,0.0,0.45155078,0.45783827,0.0,0.0,0.0,0.0,0.0,0.0,0.34546855,0.0,0.0,0.0,0.29759243,0.0,0.0,0.0,0.0,0.30024353,0.0
Prolixibacteraceae,0.34363025,0.0,0.3545965,0.0,0.0,0.4211747,0.39080897,0.4101742,0.41019082,0.3357023,0.35409388,0.0,0.0,0.0,0.27207702,0.0,0.3945456,0.0,0.0,0.0,0.45827758,0.34414226,0.0,0.42460623,0.31884873,0.0,0.0
Methanosaetaceae,0.42752308,0.4515902,0.0,0.0,0.0,0.0,0.0,0.33682555,0.0,0.45727214,0.40470162,0.44632924,0.32258403,0.0,0.0,0.39293224,0.0,0.0,0.0,0.0,0.0,0.42486724,0.44715872,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.4060235,0.353292,0.35686862,0.42771733,0.4487553,0.34222862,0.0,0.41063476,0.45122972,0.0,0.0,0.0,0.3844702,0.4242309,0.0,0.33302912,0.29759243,0.45827758,0.0,0.0,0.0,0.0,0.35728258,0.45215738,0.45135954,0.42329398
Methanoregulaceae,0.0,0.0,0.32818505,0.0,0.43806553,0.0,0.0,0.37169534,0.0,0.44976255,0.3347698,0.0,0.3808933,0.0,0.0,0.0,0.3916574,0.0,0.34414226,0.42486724,0.0,0.0,0.0,0.0,0.3151865,0.0,0.0
Geobacteraceae,0.4033397,0.0,0.0,0.0,0.0,0.34796166,0.0,0.36979702,0.38333148,0.0,0.33217567,0.4096842,0.4299038,0.0,0.45444393,0.45250234,0.0,0.0,0.0,0.44715872,0.0,0.0,0.0,0.0,0.0,0.32677695,0.0
SBR1031,0.0,0.0,0.0,0.32469046,0.0,0.0,0.3985005,0.0,0.3353931,0.40006983,0.0,0.0,0.0,0.34204733,0.4392579,0.38666818,0.0,0.0,0.42460623,0.0,0.35728258,0.0,0.0,0.0,0.0,0.45224255,0.0
Pedosphaeraceae,0.2691081,0.0,0.40255335,0.0,0.0,0.0,0.0,0.37445155,0.42401433,0.33327857,0.44897097,0.0,0.0,0.42936847,0.0,0.0,0.0,0.0,0.31884873,0.0,0.45215738,0.3151865,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.38170382,0.3715363,0.35280737,0.0,0.0,0.0,0.0,0.3737964,0.36712533,0.0,0.0,0.0,0.3755488,0.0,0.0,0.0,0.30024353,0.0,0.0,0.45135954,0.0,0.32677695,0.45224255,0.0,0.0,0.0
Kosmotogaceae,0.0,0.45630395,0.0,0.0,0.40789735,0.0,0.40249345,0.38508636,0.0,0.3171441,0.4154007,0.4011418,0.0,0.29900527,0.0,0.43514207,0.3552416,0.0,0.0,0.0,0.42329398,0.0,0.0,0.0,0.0,0.0,0.0
