,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28634673,0.3364057,0.3393271,0.0,0.31097832,0.2712071,0.0,0.0,0.38987136,0.3777923,0.0,0.3456482,0.32896006,0.0,0.32130483,0.31202656,0.0,0.32484573,0.0,0.2778926
SAR324_clade(Marine_group_B),0.35288504,0.28437635,0.0,0.0,0.0,0.0,0.0,0.32435417,0.0,0.2277537,0.31097832,0.0,0.36940414,0.0,0.0,0.36460325,0.37453765,0.0,0.0,0.30543444,0.0,0.0,0.3080485,0.0,0.0,0.0,0.31065655
Syntrophobacteraceae,0.35138848,0.0,0.0,0.0,0.0,0.38895616,0.0,0.35201445,0.0,0.35997716,0.2712071,0.36940414,0.0,0.38937414,0.2592276,0.0,0.32384655,0.0,0.0,0.3122361,0.0,0.3448164,0.39269093,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.3999602,0.3215673,0.0,0.37306035,0.0,0.0,0.37473407,0.0,0.0,0.38937414,0.0,0.0,0.3796026,0.0,0.0,0.0,0.0,0.3312411,0.0,0.0,0.37272167,0.34561977,0.34437355,0.30217722
Gracilibacteraceae,0.3248116,0.0,0.0,0.30240843,0.0,0.33431304,0.0,0.0,0.0,0.37767255,0.0,0.0,0.2592276,0.0,0.0,0.37969851,0.0,0.0,0.3161873,0.0,0.38687488,0.0,0.2720724,0.39960718,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.38159057,0.0,0.0,0.0,0.0,0.0,0.33810884,0.37658778,0.0,0.36294538,0.38987136,0.36460325,0.0,0.3796026,0.37969851,0.0,0.27229917,0.0,0.0,0.23361802,0.0,0.0,0.33474293,0.28577998,0.0,0.0,0.33342323
Syntrophorhabdaceae,0.0,0.37992284,0.3751229,0.0,0.29306912,0.0,0.2677334,0.28698808,0.39430404,0.2585782,0.3777923,0.37453765,0.32384655,0.0,0.0,0.27229917,0.0,0.39898705,0.3748016,0.0,0.3036271,0.33409014,0.0,0.0,0.0,0.0,0.3678744
Synergistaceae,0.0,0.33155885,0.33503136,0.3959969,0.36153474,0.35368305,0.0,0.0,0.3499285,0.39358386,0.0,0.0,0.0,0.0,0.0,0.0,0.39898705,0.0,0.0,0.0,0.23464972,0.0,0.0,0.0,0.0,0.31430778,0.0
Prolixibacteraceae,0.3908169,0.0,0.39972943,0.0,0.0,0.3404763,0.36915803,0.32627183,0.28580892,0.3698884,0.3456482,0.0,0.0,0.0,0.3161873,0.0,0.3748016,0.0,0.0,0.0,0.2425585,0.39340347,0.0,0.28876668,0.27875262,0.0,0.0
Methanosaetaceae,0.37449583,0.30593517,0.0,0.0,0.0,0.0,0.0,0.34367862,0.0,0.357025,0.32896006,0.30543444,0.3122361,0.0,0.0,0.23361802,0.0,0.0,0.0,0.0,0.0,0.2691549,0.3568733,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.32368502,0.36861277,0.34260467,0.3427994,0.36997125,0.33982623,0.0,0.35507137,0.2453598,0.0,0.0,0.0,0.3312411,0.38687488,0.0,0.3036271,0.23464972,0.2425585,0.0,0.0,0.0,0.0,0.3066285,0.343263,0.38782975,0.38978833
Methanoregulaceae,0.0,0.0,0.36824292,0.0,0.37079906,0.0,0.0,0.32955274,0.0,0.355819,0.32130483,0.0,0.3448164,0.0,0.0,0.0,0.33409014,0.0,0.39340347,0.2691549,0.0,0.0,0.0,0.0,0.3763334,0.0,0.0
Geobacteraceae,0.252482,0.0,0.0,0.0,0.0,0.36617234,0.0,0.2876216,0.34717304,0.0,0.31202656,0.3080485,0.39269093,0.0,0.2720724,0.33474293,0.0,0.0,0.0,0.3568733,0.0,0.0,0.0,0.0,0.0,0.29748768,0.0
SBR1031,0.0,0.0,0.0,0.30875716,0.0,0.0,0.39355987,0.0,0.31508058,0.3750918,0.0,0.0,0.0,0.37272167,0.39960718,0.28577998,0.0,0.0,0.28876668,0.0,0.3066285,0.0,0.0,0.0,0.0,0.37756595,0.0
Pedosphaeraceae,0.35965058,0.0,0.34122157,0.0,0.0,0.0,0.0,0.32927254,0.39619395,0.33173546,0.32484573,0.0,0.0,0.34561977,0.0,0.0,0.0,0.0,0.27875262,0.0,0.343263,0.3763334,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.28812692,0.398674,0.3651546,0.0,0.0,0.0,0.0,0.2935281,0.3206704,0.0,0.0,0.0,0.34437355,0.0,0.0,0.0,0.31430778,0.0,0.0,0.38782975,0.0,0.29748768,0.37756595,0.0,0.0,0.0
Kosmotogaceae,0.0,0.37152165,0.0,0.0,0.35406503,0.0,0.27744287,0.3733948,0.0,0.29129195,0.2778926,0.31065655,0.0,0.30217722,0.0,0.33342323,0.3678744,0.0,0.0,0.0,0.38978833,0.0,0.0,0.0,0.0,0.0,0.0
