,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
SAR324_clade(Marine_group_B),0.33315244,0.32148433,0.0,0.0,0.0,0.0,0.0,0.30299756,0.0,0.26222053,0.33405152,0.0,0.30450028,0.0,0.0,0.32770443,0.21992168,0.0,0.0,0.26271924,0.0,0.0,0.25687313,0.0,0.0,0.0,0.3213733
Syntrophobacteraceae,0.2330694,0.0,0.0,0.0,0.0,0.33943033,0.0,0.3300264,0.0,0.23893003,0.33346182,0.30450028,0.0,0.2593552,0.2792813,0.0,0.22236183,0.0,0.0,0.3090724,0.0,0.32498518,0.26187518,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.34293774,0.33795658,0.0,0.28148192,0.0,0.0,0.3424472,0.0,0.0,0.2593552,0.0,0.0,0.2809752,0.0,0.0,0.0,0.0,0.22423343,0.0,0.0,0.30915287,0.24438554,0.25684857,0.27178395
Gracilibacteraceae,0.33750644,0.0,0.0,0.23962632,0.0,0.22221476,0.0,0.0,0.0,0.27317747,0.0,0.0,0.2792813,0.0,0.0,0.2780858,0.0,0.0,0.33883086,0.0,0.29095003,0.0,0.33274305,0.3400881,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.30798927,0.0,0.0,0.0,0.0,0.0,0.31599313,0.30496016,0.0,0.23809673,0.2897392,0.32770443,0.0,0.2809752,0.2780858,0.0,0.30809686,0.0,0.0,0.32816038,0.0,0.0,0.19670871,0.2629954,0.0,0.0,0.28863475
Syntrophorhabdaceae,0.0,0.29415414,0.2855226,0.0,0.33572346,0.0,0.32280207,0.27544817,0.3282908,0.3155369,0.2595137,0.21992168,0.22236183,0.0,0.0,0.30809686,0.0,0.30742308,0.2547099,0.0,0.19489504,0.31973958,0.0,0.0,0.0,0.0,0.25120482
Synergistaceae,0.0,0.29239932,0.29988787,0.29327312,0.25474536,0.3174602,0.0,0.0,0.29214716,0.27863765,0.0,0.0,0.0,0.0,0.0,0.0,0.30742308,0.0,0.0,0.0,0.2725325,0.0,0.0,0.0,0.0,0.22722079,0.0
Prolixibacteraceae,0.2639868,0.0,0.24620122,0.0,0.0,0.2913233,0.33922642,0.34286103,0.2716943,0.2037238,0.27936527,0.0,0.0,0.0,0.33883086,0.0,0.2547099,0.0,0.0,0.0,0.3125303,0.30689678,0.0,0.31831238,0.27561694,0.0,0.0
Methanosaetaceae,0.25734416,0.33387467,0.0,0.0,0.0,0.0,0.0,0.31336084,0.0,0.25042164,0.30633476,0.26271924,0.3090724,0.0,0.0,0.32816038,0.0,0.0,0.0,0.0,0.0,0.24220762,0.3016982,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.34188393,0.2914255,0.27859196,0.32521173,0.22872998,0.27412117,0.0,0.32281578,0.29967186,0.0,0.0,0.0,0.22423343,0.29095003,0.0,0.19489504,0.2725325,0.3125303,0.0,0.0,0.0,0.0,0.3185517,0.2800261,0.25420156,0.30156228
Methanoregulaceae,0.0,0.0,0.30312788,0.0,0.2815198,0.0,0.0,0.22111373,0.0,0.23638839,0.31802857,0.0,0.32498518,0.0,0.0,0.0,0.31973958,0.0,0.30689678,0.24220762,0.0,0.0,0.0,0.0,0.33505076,0.0,0.0
Geobacteraceae,0.23507847,0.0,0.0,0.0,0.0,0.34067085,0.0,0.3382482,0.26638216,0.0,0.30127624,0.25687313,0.26187518,0.0,0.33274305,0.19670871,0.0,0.0,0.0,0.3016982,0.0,0.0,0.0,0.0,0.0,0.29021212,0.0
SBR1031,0.0,0.0,0.0,0.2994127,0.0,0.0,0.24221498,0.0,0.3247202,0.23913059,0.0,0.0,0.0,0.30915287,0.3400881,0.2629954,0.0,0.0,0.31831238,0.0,0.3185517,0.0,0.0,0.0,0.0,0.21875921,0.0
Pedosphaeraceae,0.30321175,0.0,0.3237661,0.0,0.0,0.0,0.0,0.34026662,0.28508273,0.31988224,0.28351864,0.0,0.0,0.24438554,0.0,0.0,0.0,0.0,0.27561694,0.0,0.2800261,0.33505076,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.2182739,0.29855004,0.33191216,0.0,0.0,0.0,0.0,0.28764364,0.29916894,0.0,0.0,0.0,0.25684857,0.0,0.0,0.0,0.22722079,0.0,0.0,0.25420156,0.0,0.29021212,0.21875921,0.0,0.0,0.0
Kosmotogaceae,0.0,0.33765486,0.0,0.0,0.2688801,0.0,0.2822508,0.29492036,0.0,0.2089754,0.26830935,0.3213733,0.0,0.27178395,0.0,0.28863475,0.25120482,0.0,0.0,0.0,0.30156228,0.0,0.0,0.0,0.0,0.0,0.0
