,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Bacteroidetes_vadinHA17,0.33582872,0.0,0.0,0.0,0.0,0.0,0.45504773,0.38734782,0.0,0.41221988,0.34682468,0.4190597,0.0,0.4132513,0.43578634,0.0,0.3538486,0.0,0.0,0.3461832,0.0,0.0,0.39896363,0.37201557,0.0,0.0,0.34301233
Syntrophorhabdaceae,0.0,0.3267649,0.39064825,0.0,0.28667274,0.0,0.38128203,0.44926772,0.45760286,0.4406963,0.44402152,0.39349332,0.38769034,0.0,0.0,0.3538486,0.0,0.44379193,0.37205884,0.0,0.3131035,0.40120348,0.0,0.0,0.0,0.0,0.36141506
Synergistaceae,0.0,0.28458384,0.31419235,0.43535453,0.3393844,0.43211186,0.0,0.0,0.31577265,0.39859167,0.0,0.0,0.0,0.0,0.0,0.0,0.44379193,0.0,0.0,0.0,0.33394417,0.0,0.0,0.0,0.0,0.40883735,0.0
Prolixibacteraceae,0.42960253,0.0,0.2966458,0.0,0.0,0.41524735,0.27138755,0.36867744,0.4177394,0.3184635,0.4142205,0.0,0.0,0.0,0.41738427,0.0,0.37205884,0.0,0.0,0.0,0.42472047,0.3853797,0.0,0.4535216,0.45830396,0.0,0.0
Methanosaetaceae,0.3055604,0.4061309,0.0,0.0,0.0,0.0,0.0,0.42589134,0.0,0.4446542,0.41657242,0.45612255,0.36390656,0.0,0.0,0.3461832,0.0,0.0,0.0,0.0,0.0,0.35854667,0.40400168,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.3509066,0.3881401,0.41240755,0.32570344,0.40692297,0.35547456,0.0,0.39754295,0.39660725,0.0,0.0,0.0,0.31788978,0.41032442,0.0,0.3131035,0.33394417,0.42472047,0.0,0.0,0.0,0.0,0.40326667,0.42357188,0.44332054,0.44955325
Methanoregulaceae,0.0,0.0,0.29042646,0.0,0.40211987,0.0,0.0,0.32453504,0.0,0.35631132,0.3029949,0.0,0.41529247,0.0,0.0,0.0,0.40120348,0.0,0.3853797,0.35854667,0.0,0.0,0.0,0.0,0.35443455,0.0,0.0
Geobacteraceae,0.39437252,0.0,0.0,0.0,0.0,0.39885098,0.0,0.45795828,0.43904284,0.0,0.4052871,0.39584664,0.39671478,0.0,0.4501936,0.39896363,0.0,0.0,0.0,0.40400168,0.0,0.0,0.0,0.0,0.0,0.378364,0.0
SBR1031,0.0,0.0,0.0,0.4055192,0.0,0.0,0.4288727,0.0,0.44141075,0.34681657,0.0,0.0,0.0,0.35279042,0.3616117,0.37201557,0.0,0.0,0.4535216,0.0,0.40326667,0.0,0.0,0.0,0.0,0.32849947,0.0
Pedosphaeraceae,0.44512272,0.0,0.36164135,0.0,0.0,0.0,0.0,0.4199577,0.41567948,0.45413297,0.385502,0.0,0.0,0.4049033,0.0,0.0,0.0,0.0,0.45830396,0.0,0.42357188,0.35443455,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.40525797,0.30153704,0.3910674,0.0,0.0,0.0,0.0,0.44053286,0.33225662,0.0,0.0,0.0,0.43099263,0.0,0.0,0.0,0.40883735,0.0,0.0,0.44332054,0.0,0.378364,0.32849947,0.0,0.0,0.0
Kosmotogaceae,0.0,0.38383526,0.0,0.0,0.38002414,0.0,0.4353777,0.397619,0.0,0.31164873,0.35236448,0.3639103,0.0,0.33621708,0.0,0.34301233,0.36141506,0.0,0.0,0.0,0.44955325,0.0,0.0,0.0,0.0,0.0,0.0
