,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.39672717,0.0,0.41934237,0.0,0.0,0.0,0.34192148,0.0,0.3329102,0.45053187,0.0,0.332551,0.33548984,0.0,0.0,0.32682073,0.284809,0.0,0.0,0.38040704,0.0,0.42683858,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.34208438,0.34598407,0.3814191,0.0,0.0,0.0,0.0,0.0,0.0,0.39418298,0.0,0.0,0.0,0.0,0.45531303,0.3295825,0.0,0.4181411,0.43346393,0.0,0.0,0.0,0.0,0.42179745,0.38640115
uncultured,0.0,0.34208438,0.0,0.37423867,0.0,0.0,0.0,0.32753903,0.0,0.434427,0.0,0.0,0.0,0.0,0.0,0.0,0.32558662,0.36363283,0.40221095,0.0,0.3236868,0.32425743,0.0,0.0,0.32903656,0.32560903,0.0
UnclassifiedFamily,0.39672717,0.34598407,0.37423867,0.0,0.31949693,0.40349707,0.333498,0.0,0.0,0.44572583,0.0,0.0,0.0,0.42261592,0.4137332,0.0,0.0,0.4123309,0.0,0.0,0.33600026,0.0,0.0,0.40820006,0.0,0.33327797,0.0
Aminicenantales,0.0,0.3814191,0.0,0.31949693,0.0,0.3540177,0.38264316,0.0,0.0,0.0,0.0,0.0,0.0,0.41179335,0.0,0.0,0.4033711,0.36456472,0.0,0.0,0.37564284,0.41423646,0.0,0.0,0.0,0.0,0.32778057
Rikenellaceae,0.41934237,0.0,0.0,0.40349707,0.3540177,0.0,0.0,0.0,0.0,0.42538562,0.0,0.0,0.37773252,0.0,0.35442567,0.0,0.0,0.3534851,0.43982902,0.0,0.42652953,0.0,0.3911052,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.333498,0.38264316,0.0,0.0,0.0,0.0,0.31910703,0.0,0.0,0.0,0.3949252,0.0,0.34054282,0.37131688,0.0,0.3413275,0.0,0.45321515,0.0,0.0,0.36195794,0.0,0.0,0.3560724
JS1,0.0,0.0,0.32753903,0.0,0.0,0.0,0.0,0.0,0.38232553,0.39501446,0.28103235,0.34421,0.3901649,0.0,0.0,0.3027494,0.42539486,0.0,0.40629035,0.3433013,0.0,0.45402727,0.2777976,0.0,0.3672952,0.0,0.39361987
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38232553,0.0,0.4068989,0.3815845,0.0,0.0,0.0,0.0,0.0,0.36489812,0.4261269,0.43502545,0.0,0.3880995,0.0,0.41840747,0.38555336,0.31755474,0.37913638,0.0
Cloacimonadaceae,0.34192148,0.0,0.434427,0.44572583,0.0,0.42538562,0.31910703,0.39501446,0.4068989,0.0,0.42892402,0.45234442,0.4503556,0.35510233,0.40012318,0.44607276,0.41296157,0.28189513,0.35980237,0.36701918,0.4578413,0.4420324,0.0,0.3099438,0.290745,0.37881252,0.370555
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28103235,0.3815845,0.42892402,0.0,0.38161662,0.4457151,0.0,0.0,0.37851086,0.30561164,0.0,0.39933226,0.42181864,0.0,0.4223364,0.31127718,0.0,0.29627377,0.0,0.39526373
SAR324_clade(Marine_group_B),0.3329102,0.39418298,0.0,0.0,0.0,0.0,0.0,0.34421,0.0,0.45234442,0.38161662,0.0,0.41763207,0.0,0.0,0.38089994,0.44766003,0.0,0.0,0.43812126,0.0,0.0,0.29300067,0.0,0.0,0.0,0.2904681
Syntrophobacteraceae,0.45053187,0.0,0.0,0.0,0.0,0.37773252,0.0,0.3901649,0.0,0.4503556,0.4457151,0.41763207,0.0,0.4325193,0.40428242,0.0,0.38245395,0.0,0.0,0.36699453,0.0,0.4506491,0.45020875,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.42261592,0.41179335,0.0,0.3949252,0.0,0.0,0.35510233,0.0,0.0,0.4325193,0.0,0.0,0.44494808,0.0,0.0,0.0,0.0,0.4001774,0.0,0.0,0.45830432,0.44517732,0.43755695,0.42243093
Gracilibacteraceae,0.332551,0.0,0.0,0.4137332,0.0,0.35442567,0.0,0.0,0.0,0.40012318,0.0,0.0,0.40428242,0.0,0.0,0.42295146,0.0,0.0,0.3807339,0.0,0.37150952,0.0,0.4177987,0.33288407,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.33548984,0.0,0.0,0.0,0.0,0.0,0.34054282,0.3027494,0.0,0.44607276,0.37851086,0.38089994,0.0,0.44494808,0.42295146,0.0,0.3447358,0.0,0.0,0.4413246,0.0,0.0,0.4128394,0.37617993,0.0,0.0,0.38522673
Syntrophorhabdaceae,0.0,0.45531303,0.32558662,0.0,0.4033711,0.0,0.37131688,0.42539486,0.36489812,0.41296157,0.30561164,0.44766003,0.38245395,0.0,0.0,0.3447358,0.0,0.45783406,0.4265724,0.0,0.44971207,0.39592376,0.0,0.0,0.0,0.0,0.41025698
Synergistaceae,0.0,0.3295825,0.36363283,0.4123309,0.36456472,0.3534851,0.0,0.0,0.4261269,0.28189513,0.0,0.0,0.0,0.0,0.0,0.0,0.45783406,0.0,0.0,0.0,0.4518203,0.0,0.0,0.0,0.0,0.43652666,0.0
Prolixibacteraceae,0.32682073,0.0,0.40221095,0.0,0.0,0.43982902,0.3413275,0.40629035,0.43502545,0.35980237,0.39933226,0.0,0.0,0.0,0.3807339,0.0,0.4265724,0.0,0.0,0.0,0.45315433,0.4258408,0.0,0.444586,0.3203379,0.0,0.0
Methanosaetaceae,0.284809,0.4181411,0.0,0.0,0.0,0.0,0.0,0.3433013,0.0,0.36701918,0.42181864,0.43812126,0.36699453,0.0,0.0,0.4413246,0.0,0.0,0.0,0.0,0.0,0.44957572,0.39353392,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.43346393,0.3236868,0.33600026,0.37564284,0.42652953,0.45321515,0.0,0.3880995,0.4578413,0.0,0.0,0.0,0.4001774,0.37150952,0.0,0.44971207,0.4518203,0.45315433,0.0,0.0,0.0,0.0,0.34175676,0.36057162,0.40104336,0.33278227
Methanoregulaceae,0.0,0.0,0.32425743,0.0,0.41423646,0.0,0.0,0.45402727,0.0,0.4420324,0.4223364,0.0,0.4506491,0.0,0.0,0.0,0.39592376,0.0,0.4258408,0.44957572,0.0,0.0,0.0,0.0,0.42128667,0.0,0.0
Geobacteraceae,0.38040704,0.0,0.0,0.0,0.0,0.3911052,0.0,0.2777976,0.41840747,0.0,0.31127718,0.29300067,0.45020875,0.0,0.4177987,0.4128394,0.0,0.0,0.0,0.39353392,0.0,0.0,0.0,0.0,0.0,0.44269118,0.0
SBR1031,0.0,0.0,0.0,0.40820006,0.0,0.0,0.36195794,0.0,0.38555336,0.3099438,0.0,0.0,0.0,0.45830432,0.33288407,0.37617993,0.0,0.0,0.444586,0.0,0.34175676,0.0,0.0,0.0,0.0,0.3386381,0.0
Pedosphaeraceae,0.42683858,0.0,0.32903656,0.0,0.0,0.0,0.0,0.3672952,0.31755474,0.290745,0.29627377,0.0,0.0,0.44517732,0.0,0.0,0.0,0.0,0.3203379,0.0,0.36057162,0.42128667,0.0,0.0,0.0,0.0,0.0
