,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Syntrophorhabdaceae,0.0,0.35764387,0.37680283,0.0,0.358866,0.0,0.3034804,0.42266467,0.3917935,0.37470323,0.35516348,0.40841767,0.38634312,0.0,0.0,0.297414,0.0,0.40268087,0.34041202,0.0,0.32836926,0.30175284,0.0,0.0,0.0,0.0,0.37437022
Synergistaceae,0.0,0.40094054,0.4022706,0.41476253,0.36286536,0.3960191,0.0,0.0,0.34374544,0.29158115,0.0,0.0,0.0,0.0,0.0,0.0,0.40268087,0.0,0.0,0.0,0.39210927,0.0,0.0,0.0,0.0,0.34036973,0.0
Prolixibacteraceae,0.37677398,0.0,0.31422782,0.0,0.0,0.30308846,0.40970874,0.289018,0.41525197,0.3278486,0.38833603,0.0,0.0,0.0,0.35142347,0.0,0.34041202,0.0,0.0,0.0,0.37240648,0.31373644,0.0,0.37683123,0.3696794,0.0,0.0
Methanosaetaceae,0.39871025,0.38850802,0.0,0.0,0.0,0.0,0.0,0.33312923,0.0,0.3308664,0.36764824,0.38727358,0.4217965,0.0,0.0,0.38795152,0.0,0.0,0.0,0.0,0.0,0.40992013,0.3441428,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.40165523,0.32486597,0.41590804,0.34481418,0.2981701,0.38240513,0.0,0.3072189,0.3047453,0.0,0.0,0.0,0.39376044,0.37924635,0.0,0.32836926,0.39210927,0.37240648,0.0,0.0,0.0,0.0,0.36377135,0.39223528,0.3256419,0.41355205
Methanoregulaceae,0.0,0.0,0.39172557,0.0,0.39115825,0.0,0.0,0.37648574,0.0,0.42099693,0.3788727,0.0,0.39543658,0.0,0.0,0.0,0.30175284,0.0,0.31373644,0.40992013,0.0,0.0,0.0,0.0,0.3760847,0.0,0.0
Geobacteraceae,0.42759576,0.0,0.0,0.0,0.0,0.38620675,0.0,0.396262,0.3289105,0.0,0.38567483,0.30320212,0.3181186,0.0,0.2767028,0.33279455,0.0,0.0,0.0,0.3441428,0.0,0.0,0.0,0.0,0.0,0.3734827,0.0
SBR1031,0.0,0.0,0.0,0.28209093,0.0,0.0,0.29627088,0.0,0.30558246,0.34419152,0.0,0.0,0.0,0.38085076,0.35516685,0.39265406,0.0,0.0,0.37683123,0.0,0.36377135,0.0,0.0,0.0,0.0,0.35927394,0.0
Pedosphaeraceae,0.42639393,0.0,0.31447223,0.0,0.0,0.0,0.0,0.3673419,0.4025814,0.3915347,0.39652523,0.0,0.0,0.2409193,0.0,0.0,0.0,0.0,0.3696794,0.0,0.39223528,0.3760847,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.31397647,0.40979144,0.38268757,0.0,0.0,0.0,0.0,0.35858357,0.2946663,0.0,0.0,0.0,0.37452808,0.0,0.0,0.0,0.34036973,0.0,0.0,0.3256419,0.0,0.3734827,0.35927394,0.0,0.0,0.0
Kosmotogaceae,0.0,0.28917995,0.0,0.0,0.300571,0.0,0.37466827,0.39644012,0.0,0.3834593,0.41502,0.27765346,0.0,0.41519067,0.0,0.4091548,0.37437022,0.0,0.0,0.0,0.41355205,0.0,0.0,0.0,0.0,0.0,0.0
