,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.3894136,0.0,0.32502738,0.0,0.0,0.0,0.37457183,0.0,0.44512048,0.45474103,0.0,0.37826142,0.37394524,0.0,0.0,0.2996111,0.32451382,0.0,0.0,0.37444478,0.0,0.32854444,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.40299556,0.3747916,0.42141616,0.0,0.0,0.0,0.0,0.0,0.0,0.39326933,0.0,0.0,0.0,0.0,0.33743688,0.3142811,0.0,0.44072083,0.3557059,0.0,0.0,0.0,0.0,0.4226959,0.415806
uncultured,0.0,0.40299556,0.0,0.4142254,0.0,0.0,0.0,0.4479664,0.0,0.44890106,0.0,0.0,0.0,0.0,0.0,0.0,0.37323177,0.35201803,0.41715574,0.0,0.3286146,0.32933,0.0,0.0,0.32735568,0.42752397,0.0
UnclassifiedFamily,0.3894136,0.3747916,0.4142254,0.0,0.39007753,0.34046707,0.30332258,0.0,0.0,0.41542944,0.0,0.0,0.0,0.38948572,0.26470214,0.0,0.0,0.29584992,0.0,0.0,0.41670573,0.0,0.0,0.38385952,0.0,0.42876053,0.0
Aminicenantales,0.0,0.42141616,0.0,0.39007753,0.0,0.42680752,0.36194456,0.0,0.0,0.0,0.0,0.0,0.0,0.4262187,0.0,0.0,0.41508874,0.45848697,0.0,0.0,0.43071187,0.42980653,0.0,0.0,0.0,0.0,0.32190427
Rikenellaceae,0.32502738,0.0,0.0,0.34046707,0.42680752,0.0,0.0,0.0,0.0,0.3750779,0.0,0.0,0.33678025,0.0,0.38466802,0.0,0.0,0.36875713,0.351147,0.0,0.44648808,0.0,0.3419553,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.30332258,0.36194456,0.0,0.0,0.0,0.0,0.4545,0.0,0.0,0.0,0.44021127,0.0,0.44950825,0.40287444,0.0,0.4441961,0.0,0.3394388,0.0,0.0,0.36432523,0.0,0.0,0.39801794
JS1,0.0,0.0,0.4479664,0.0,0.0,0.0,0.0,0.0,0.43587387,0.45066708,0.4387979,0.45206103,0.45061,0.0,0.0,0.3922249,0.37962666,0.0,0.38125604,0.425586,0.0,0.41482443,0.38914177,0.0,0.41091856,0.0,0.3376218
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43587387,0.0,0.26024294,0.38501805,0.0,0.0,0.0,0.0,0.0,0.4332593,0.38081276,0.35643235,0.0,0.45789126,0.0,0.37479866,0.37147176,0.38201278,0.35419813,0.0
Cloacimonadaceae,0.37457183,0.0,0.44890106,0.41542944,0.0,0.3750779,0.4545,0.45066708,0.26024294,0.0,0.40904534,0.4400875,0.39484587,0.3177013,0.4374649,0.4219688,0.3387761,0.44985288,0.40950114,0.30861002,0.44723797,0.4420252,0.0,0.4575016,0.45292753,0.30885983,0.39955944
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4387979,0.38501805,0.40904534,0.0,0.43151048,0.3913149,0.0,0.0,0.35345423,0.30611733,0.0,0.41121656,0.40370244,0.0,0.3848741,0.37115848,0.0,0.3190879,0.0,0.4319252
SAR324_clade(Marine_group_B),0.44512048,0.39326933,0.0,0.0,0.0,0.0,0.0,0.45206103,0.0,0.4400875,0.43151048,0.0,0.4164632,0.0,0.0,0.37702397,0.26858258,0.0,0.0,0.33010277,0.0,0.0,0.3844738,0.0,0.0,0.0,0.4224163
Syntrophobacteraceae,0.45474103,0.0,0.0,0.0,0.0,0.33678025,0.0,0.45061,0.0,0.39484587,0.3913149,0.4164632,0.0,0.32276827,0.42794392,0.0,0.33786532,0.0,0.0,0.4229177,0.0,0.30655304,0.4377157,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.38948572,0.4262187,0.0,0.44021127,0.0,0.0,0.3177013,0.0,0.0,0.32276827,0.0,0.0,0.45572132,0.0,0.0,0.0,0.0,0.40227792,0.0,0.0,0.43014818,0.43738848,0.45082054,0.30992398
Gracilibacteraceae,0.37826142,0.0,0.0,0.26470214,0.0,0.38466802,0.0,0.0,0.0,0.4374649,0.0,0.0,0.42794392,0.0,0.0,0.4178911,0.0,0.0,0.3303804,0.0,0.36234367,0.0,0.421898,0.41059643,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.37394524,0.0,0.0,0.0,0.0,0.0,0.44950825,0.3922249,0.0,0.4219688,0.35345423,0.37702397,0.0,0.45572132,0.4178911,0.0,0.4542119,0.0,0.0,0.4224454,0.0,0.0,0.2890231,0.37077105,0.0,0.0,0.42270476
Syntrophorhabdaceae,0.0,0.33743688,0.37323177,0.0,0.41508874,0.0,0.40287444,0.37962666,0.4332593,0.3387761,0.30611733,0.26858258,0.33786532,0.0,0.0,0.4542119,0.0,0.36873335,0.4189326,0.0,0.38557234,0.38916662,0.0,0.0,0.0,0.0,0.403615
Synergistaceae,0.0,0.3142811,0.35201803,0.29584992,0.45848697,0.36875713,0.0,0.0,0.38081276,0.44985288,0.0,0.0,0.0,0.0,0.0,0.0,0.36873335,0.0,0.0,0.0,0.45040426,0.0,0.0,0.0,0.0,0.3500171,0.0
Prolixibacteraceae,0.2996111,0.0,0.41715574,0.0,0.0,0.351147,0.4441961,0.38125604,0.35643235,0.40950114,0.41121656,0.0,0.0,0.0,0.3303804,0.0,0.4189326,0.0,0.0,0.0,0.3758012,0.34763524,0.0,0.29525533,0.42460445,0.0,0.0
Methanosaetaceae,0.32451382,0.44072083,0.0,0.0,0.0,0.0,0.0,0.425586,0.0,0.30861002,0.40370244,0.33010277,0.4229177,0.0,0.0,0.4224454,0.0,0.0,0.0,0.0,0.0,0.31531456,0.3210517,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.3557059,0.3286146,0.41670573,0.43071187,0.44648808,0.3394388,0.0,0.45789126,0.44723797,0.0,0.0,0.0,0.40227792,0.36234367,0.0,0.38557234,0.45040426,0.3758012,0.0,0.0,0.0,0.0,0.44771785,0.28519884,0.3796774,0.41782063
Methanoregulaceae,0.0,0.0,0.32933,0.0,0.42980653,0.0,0.0,0.41482443,0.0,0.4420252,0.3848741,0.0,0.30655304,0.0,0.0,0.0,0.38916662,0.0,0.34763524,0.31531456,0.0,0.0,0.0,0.0,0.3946278,0.0,0.0
