,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.371469,0.0,0.45830834,0.0,0.0,0.0,0.29763103,0.0,0.4585393,0.3592632,0.0,0.43465933,0.45167765,0.0,0.0,0.35229665,0.34692845,0.0,0.0,0.33782816,0.0,0.4567922,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.3504681,0.39273545,0.38346142,0.0,0.0,0.0,0.0,0.0,0.0,0.42059645,0.0,0.0,0.0,0.0,0.42672196,0.3613215,0.0,0.3859147,0.38612452,0.0,0.0,0.0,0.0,0.43792826,0.37657788
uncultured,0.0,0.3504681,0.0,0.43871894,0.0,0.0,0.0,0.44093692,0.0,0.44075093,0.0,0.0,0.0,0.0,0.0,0.0,0.40556204,0.42316252,0.4416999,0.0,0.29249784,0.44945133,0.0,0.0,0.39881912,0.39994675,0.0
UnclassifiedFamily,0.371469,0.39273545,0.43871894,0.0,0.3993279,0.38173345,0.44959837,0.0,0.0,0.43298092,0.0,0.0,0.0,0.40343764,0.33196303,0.0,0.0,0.43212697,0.0,0.0,0.41141102,0.0,0.0,0.4289742,0.0,0.43073177,0.0
Aminicenantales,0.0,0.38346142,0.0,0.3993279,0.0,0.43718928,0.28672937,0.0,0.0,0.0,0.0,0.0,0.0,0.4154343,0.0,0.0,0.43563974,0.40492478,0.0,0.0,0.4585393,0.34417245,0.0,0.0,0.0,0.0,0.44341338
Rikenellaceae,0.45830834,0.0,0.0,0.38173345,0.43718928,0.0,0.0,0.0,0.0,0.40523565,0.0,0.0,0.37290442,0.0,0.3028659,0.0,0.0,0.4431462,0.44572374,0.0,0.43535423,0.0,0.3518979,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.44959837,0.28672937,0.0,0.0,0.0,0.0,0.4098042,0.0,0.0,0.0,0.31055802,0.0,0.4295668,0.40663317,0.0,0.44045398,0.0,0.34299776,0.0,0.0,0.42367953,0.0,0.0,0.3215452
JS1,0.0,0.0,0.44093692,0.0,0.0,0.0,0.0,0.0,0.42904332,0.3561578,0.4421799,0.4424378,0.39641228,0.0,0.0,0.43854326,0.3541182,0.0,0.3610679,0.37901774,0.0,0.42283633,0.45586306,0.0,0.30600628,0.0,0.405798
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42904332,0.0,0.45504573,0.42517993,0.0,0.0,0.0,0.0,0.0,0.4567418,0.42523482,0.35864562,0.0,0.43219712,0.0,0.39053795,0.44767472,0.29734367,0.32971585,0.0
Cloacimonadaceae,0.29763103,0.0,0.44075093,0.43298092,0.0,0.40523565,0.4098042,0.3561578,0.45504573,0.0,0.45456058,0.43687922,0.45548123,0.33207947,0.30955428,0.4213763,0.30302227,0.34940502,0.44655886,0.36432448,0.36832958,0.32295203,0.0,0.4568047,0.33768237,0.34801835,0.41438198
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4421799,0.42517993,0.45456058,0.0,0.3366426,0.3951114,0.0,0.0,0.31884274,0.44066414,0.0,0.45878255,0.40544897,0.0,0.4368334,0.42851588,0.0,0.34619516,0.0,0.33662322
SAR324_clade(Marine_group_B),0.4585393,0.42059645,0.0,0.0,0.0,0.0,0.0,0.4424378,0.0,0.43687922,0.3366426,0.0,0.4181548,0.0,0.0,0.35633326,0.3565929,0.0,0.0,0.32369733,0.0,0.0,0.44356653,0.0,0.0,0.0,0.3907778
Syntrophobacteraceae,0.3592632,0.0,0.0,0.0,0.0,0.37290442,0.0,0.39641228,0.0,0.45548123,0.3951114,0.4181548,0.0,0.30019686,0.45323876,0.0,0.3003013,0.0,0.0,0.3209238,0.0,0.30574545,0.3254053,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.40343764,0.4154343,0.0,0.31055802,0.0,0.0,0.33207947,0.0,0.0,0.30019686,0.0,0.0,0.32252693,0.0,0.0,0.0,0.0,0.45704293,0.0,0.0,0.34403005,0.31510034,0.40422085,0.30524674
Gracilibacteraceae,0.43465933,0.0,0.0,0.33196303,0.0,0.3028659,0.0,0.0,0.0,0.30955428,0.0,0.0,0.45323876,0.0,0.0,0.35667902,0.0,0.0,0.45014563,0.0,0.35669637,0.0,0.37812772,0.44292492,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.45167765,0.0,0.0,0.0,0.0,0.0,0.4295668,0.43854326,0.0,0.4213763,0.31884274,0.35633326,0.0,0.32252693,0.35667902,0.0,0.4405527,0.0,0.0,0.3151919,0.0,0.0,0.29646677,0.28456903,0.0,0.0,0.2962474
Syntrophorhabdaceae,0.0,0.42672196,0.40556204,0.0,0.43563974,0.0,0.40663317,0.3541182,0.4567418,0.30302227,0.44066414,0.3565929,0.3003013,0.0,0.0,0.4405527,0.0,0.44835898,0.34297532,0.0,0.4449723,0.41355357,0.0,0.0,0.0,0.0,0.4585812
Synergistaceae,0.0,0.3613215,0.42316252,0.43212697,0.40492478,0.4431462,0.0,0.0,0.42523482,0.34940502,0.0,0.0,0.0,0.0,0.0,0.0,0.44835898,0.0,0.0,0.0,0.28191325,0.0,0.0,0.0,0.0,0.4410873,0.0
Prolixibacteraceae,0.35229665,0.0,0.4416999,0.0,0.0,0.44572374,0.44045398,0.3610679,0.35864562,0.44655886,0.45878255,0.0,0.0,0.0,0.45014563,0.0,0.34297532,0.0,0.0,0.0,0.34213924,0.40779883,0.0,0.3327844,0.4158468,0.0,0.0
Methanosaetaceae,0.34692845,0.3859147,0.0,0.0,0.0,0.0,0.0,0.37901774,0.0,0.36432448,0.40544897,0.32369733,0.3209238,0.0,0.0,0.3151919,0.0,0.0,0.0,0.0,0.0,0.45600244,0.36652046,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.38612452,0.29249784,0.41141102,0.4585393,0.43535423,0.34299776,0.0,0.43219712,0.36832958,0.0,0.0,0.0,0.45704293,0.35669637,0.0,0.4449723,0.28191325,0.34213924,0.0,0.0,0.0,0.0,0.35922197,0.40814367,0.3538577,0.39450392
Methanoregulaceae,0.0,0.0,0.44945133,0.0,0.34417245,0.0,0.0,0.42283633,0.0,0.32295203,0.4368334,0.0,0.30574545,0.0,0.0,0.0,0.41355357,0.0,0.40779883,0.45600244,0.0,0.0,0.0,0.0,0.32333305,0.0,0.0
Geobacteraceae,0.33782816,0.0,0.0,0.0,0.0,0.3518979,0.0,0.45586306,0.39053795,0.0,0.42851588,0.44356653,0.3254053,0.0,0.37812772,0.29646677,0.0,0.0,0.0,0.36652046,0.0,0.0,0.0,0.0,0.0,0.43631163,0.0
SBR1031,0.0,0.0,0.0,0.4289742,0.0,0.0,0.42367953,0.0,0.44767472,0.4568047,0.0,0.0,0.0,0.34403005,0.44292492,0.28456903,0.0,0.0,0.3327844,0.0,0.35922197,0.0,0.0,0.0,0.0,0.40265223,0.0
Pedosphaeraceae,0.4567922,0.0,0.39881912,0.0,0.0,0.0,0.0,0.30600628,0.29734367,0.33768237,0.34619516,0.0,0.0,0.31510034,0.0,0.0,0.0,0.0,0.4158468,0.0,0.40814367,0.32333305,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.43792826,0.39994675,0.43073177,0.0,0.0,0.0,0.0,0.32971585,0.34801835,0.0,0.0,0.0,0.40422085,0.0,0.0,0.0,0.4410873,0.0,0.0,0.3538577,0.0,0.43631163,0.40265223,0.0,0.0,0.0
Kosmotogaceae,0.0,0.37657788,0.0,0.0,0.44341338,0.0,0.3215452,0.405798,0.0,0.41438198,0.33662322,0.3907778,0.0,0.30524674,0.0,0.2962474,0.4585812,0.0,0.0,0.0,0.39450392,0.0,0.0,0.0,0.0,0.0,0.0
