,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
SAR324_clade(Marine_group_B),0.42170143,0.3796115,0.0,0.0,0.0,0.0,0.0,0.30986747,0.0,0.40834522,0.33904365,0.0,0.31749037,0.0,0.0,0.3599217,0.4243242,0.0,0.0,0.39665052,0.0,0.0,0.40627828,0.0,0.0,0.0,0.39797986
Syntrophobacteraceae,0.31835264,0.0,0.0,0.0,0.0,0.29670307,0.0,0.39608526,0.0,0.3821823,0.390609,0.31749037,0.0,0.3370307,0.44006288,0.0,0.3250346,0.0,0.0,0.4172018,0.0,0.37195832,0.41417846,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.44221538,0.29331303,0.0,0.4105081,0.0,0.0,0.4103955,0.0,0.0,0.3370307,0.0,0.0,0.29904553,0.0,0.0,0.0,0.0,0.41538775,0.0,0.0,0.44507688,0.2779026,0.3745842,0.36031747
Gracilibacteraceae,0.40761,0.0,0.0,0.33492735,0.0,0.4520463,0.0,0.0,0.0,0.37050614,0.0,0.0,0.44006288,0.0,0.0,0.45090657,0.0,0.0,0.42966008,0.0,0.26897964,0.0,0.4107133,0.41047618,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.45679027,0.0,0.0,0.0,0.0,0.0,0.39302236,0.43122482,0.0,0.38836724,0.27861166,0.3599217,0.0,0.29904553,0.45090657,0.0,0.3782219,0.0,0.0,0.4114531,0.0,0.0,0.43684065,0.28223604,0.0,0.0,0.44630882
Syntrophorhabdaceae,0.0,0.3992788,0.27277708,0.0,0.29714918,0.0,0.29023862,0.41274223,0.377997,0.45875812,0.40742466,0.4243242,0.3250346,0.0,0.0,0.3782219,0.0,0.38200682,0.4256824,0.0,0.43241197,0.4063934,0.0,0.0,0.0,0.0,0.4391495
Synergistaceae,0.0,0.39472222,0.3437635,0.33422357,0.36739165,0.34930074,0.0,0.0,0.33160233,0.41266719,0.0,0.0,0.0,0.0,0.0,0.0,0.38200682,0.0,0.0,0.0,0.3929121,0.0,0.0,0.0,0.0,0.448457,0.0
Prolixibacteraceae,0.2997137,0.0,0.449379,0.0,0.0,0.37644038,0.35748604,0.41685078,0.38452083,0.43014866,0.38424703,0.0,0.0,0.0,0.42966008,0.0,0.4256824,0.0,0.0,0.0,0.36167356,0.34578052,0.0,0.35827345,0.4008829,0.0,0.0
Methanosaetaceae,0.40677118,0.3573567,0.0,0.0,0.0,0.0,0.0,0.40178034,0.0,0.45371643,0.3355894,0.39665052,0.4172018,0.0,0.0,0.4114531,0.0,0.0,0.0,0.0,0.0,0.30319467,0.4521566,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.3769568,0.4166358,0.3840183,0.38436973,0.45707157,0.40216017,0.0,0.40298945,0.45404187,0.0,0.0,0.0,0.41538775,0.26897964,0.0,0.43241197,0.3929121,0.36167356,0.0,0.0,0.0,0.0,0.31589475,0.4391316,0.42027426,0.45717406
Methanoregulaceae,0.0,0.0,0.34325594,0.0,0.35783187,0.0,0.0,0.32976422,0.0,0.36515364,0.4379439,0.0,0.37195832,0.0,0.0,0.0,0.4063934,0.0,0.34578052,0.30319467,0.0,0.0,0.0,0.0,0.45885453,0.0,0.0
Geobacteraceae,0.44767597,0.0,0.0,0.0,0.0,0.43452948,0.0,0.4144797,0.36725754,0.0,0.2976868,0.40627828,0.41417846,0.0,0.4107133,0.43684065,0.0,0.0,0.0,0.4521566,0.0,0.0,0.0,0.0,0.0,0.3071077,0.0
SBR1031,0.0,0.0,0.0,0.2648464,0.0,0.0,0.39983654,0.0,0.41573834,0.406051,0.0,0.0,0.0,0.44507688,0.41047618,0.28223604,0.0,0.0,0.35827345,0.0,0.31589475,0.0,0.0,0.0,0.0,0.340841,0.0
Pedosphaeraceae,0.4536213,0.0,0.4583726,0.0,0.0,0.0,0.0,0.31432444,0.35927063,0.41541442,0.44639593,0.0,0.0,0.2779026,0.0,0.0,0.0,0.0,0.4008829,0.0,0.4391316,0.45885453,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.2931695,0.33812717,0.35434932,0.0,0.0,0.0,0.0,0.44600394,0.35634595,0.0,0.0,0.0,0.3745842,0.0,0.0,0.0,0.448457,0.0,0.0,0.42027426,0.0,0.3071077,0.340841,0.0,0.0,0.0
Kosmotogaceae,0.0,0.45579892,0.0,0.0,0.330683,0.0,0.38557145,0.45921928,0.0,0.3430335,0.4071955,0.39797986,0.0,0.36031747,0.0,0.44630882,0.4391495,0.0,0.0,0.0,0.45717406,0.0,0.0,0.0,0.0,0.0,0.0
