,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44824374,0.35612637,0.37501967,0.0,0.39830646,0.35404164,0.0,0.0,0.305014,0.4584543,0.0,0.2779966,0.41686943,0.0,0.43462962,0.42643112,0.0,0.39197624,0.0,0.40865594
SAR324_clade(Marine_group_B),0.33182752,0.4248919,0.0,0.0,0.0,0.0,0.0,0.45149314,0.0,0.41564676,0.39830646,0.0,0.34317535,0.0,0.0,0.41735494,0.4594381,0.0,0.0,0.33088085,0.0,0.0,0.36814055,0.0,0.0,0.0,0.44183204
Syntrophobacteraceae,0.44376945,0.0,0.0,0.0,0.0,0.42155147,0.0,0.34470397,0.0,0.44459158,0.35404164,0.34317535,0.0,0.3244096,0.34220842,0.0,0.34551227,0.0,0.0,0.456324,0.0,0.384234,0.42065266,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.39607,0.35181203,0.0,0.44094175,0.0,0.0,0.35749462,0.0,0.0,0.3244096,0.0,0.0,0.3835615,0.0,0.0,0.0,0.0,0.3266811,0.0,0.0,0.37835544,0.30889025,0.33885708,0.2934611
Gracilibacteraceae,0.40755245,0.0,0.0,0.43143162,0.0,0.40409508,0.0,0.0,0.0,0.4370318,0.0,0.0,0.34220842,0.0,0.0,0.33798745,0.0,0.0,0.4246869,0.0,0.4029131,0.0,0.36061883,0.38690016,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.37845016,0.0,0.0,0.0,0.0,0.0,0.39921746,0.35866532,0.0,0.37902173,0.305014,0.41735494,0.0,0.3835615,0.33798745,0.0,0.3543343,0.0,0.0,0.3824054,0.0,0.0,0.39908352,0.40817636,0.0,0.0,0.40492713
Syntrophorhabdaceae,0.0,0.40656245,0.4095293,0.0,0.38638604,0.0,0.31269628,0.4521436,0.3741953,0.41401458,0.4584543,0.4594381,0.34551227,0.0,0.0,0.3543343,0.0,0.37214836,0.4474739,0.0,0.4099797,0.40162733,0.0,0.0,0.0,0.0,0.43503
Synergistaceae,0.0,0.3293119,0.34810337,0.27166948,0.4360898,0.3190165,0.0,0.0,0.4447669,0.34281278,0.0,0.0,0.0,0.0,0.0,0.0,0.37214836,0.0,0.0,0.0,0.4240008,0.0,0.0,0.0,0.0,0.4196334,0.0
Prolixibacteraceae,0.37156108,0.0,0.35950568,0.0,0.0,0.3893892,0.45328498,0.27889904,0.31258562,0.43828133,0.2779966,0.0,0.0,0.0,0.4246869,0.0,0.4474739,0.0,0.0,0.0,0.4237025,0.3355196,0.0,0.42867434,0.41772342,0.0,0.0
Methanosaetaceae,0.32490847,0.38454565,0.0,0.0,0.0,0.0,0.0,0.41234022,0.0,0.33459476,0.41686943,0.33088085,0.456324,0.0,0.0,0.3824054,0.0,0.0,0.0,0.0,0.0,0.3879352,0.4355835,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.29094508,0.38886738,0.4203813,0.4160501,0.3781889,0.39135987,0.0,0.30325234,0.42190826,0.0,0.0,0.0,0.3266811,0.4029131,0.0,0.4099797,0.4240008,0.4237025,0.0,0.0,0.0,0.0,0.34132713,0.37276816,0.40945747,0.43140742
Methanoregulaceae,0.0,0.0,0.4242377,0.0,0.3408179,0.0,0.0,0.3293131,0.0,0.3192813,0.43462962,0.0,0.384234,0.0,0.0,0.0,0.40162733,0.0,0.3355196,0.3879352,0.0,0.0,0.0,0.0,0.28551567,0.0,0.0
Geobacteraceae,0.34959942,0.0,0.0,0.0,0.0,0.4520671,0.0,0.45487943,0.43888825,0.0,0.42643112,0.36814055,0.42065266,0.0,0.36061883,0.39908352,0.0,0.0,0.0,0.4355835,0.0,0.0,0.0,0.0,0.0,0.4215498,0.0
SBR1031,0.0,0.0,0.0,0.45419767,0.0,0.0,0.374863,0.0,0.3984436,0.37796158,0.0,0.0,0.0,0.37835544,0.38690016,0.40817636,0.0,0.0,0.42867434,0.0,0.34132713,0.0,0.0,0.0,0.0,0.4160414,0.0
Pedosphaeraceae,0.3770365,0.0,0.4271601,0.0,0.0,0.0,0.0,0.4594291,0.44839165,0.308257,0.39197624,0.0,0.0,0.30889025,0.0,0.0,0.0,0.0,0.41772342,0.0,0.37276816,0.28551567,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.2677298,0.44320077,0.3366919,0.0,0.0,0.0,0.0,0.42866838,0.39982095,0.0,0.0,0.0,0.33885708,0.0,0.0,0.0,0.4196334,0.0,0.0,0.40945747,0.0,0.4215498,0.4160414,0.0,0.0,0.0
Kosmotogaceae,0.0,0.40422475,0.0,0.0,0.45758444,0.0,0.4238548,0.41913062,0.0,0.33477846,0.40865594,0.44183204,0.0,0.2934611,0.0,0.40492713,0.43503,0.0,0.0,0.0,0.43140742,0.0,0.0,0.0,0.0,0.0,0.0
