,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
SAR324_clade(Marine_group_B),0.39448202,0.3277177,0.0,0.0,0.0,0.0,0.0,0.26572758,0.0,0.34438905,0.3818408,0.0,0.30283207,0.0,0.0,0.4521363,0.44770125,0.0,0.0,0.44741458,0.0,0.0,0.28196722,0.0,0.0,0.0,0.4377739
Syntrophobacteraceae,0.35748705,0.0,0.0,0.0,0.0,0.3008762,0.0,0.43729144,0.0,0.44291985,0.33252016,0.30283207,0.0,0.3188443,0.44145578,0.0,0.37010145,0.0,0.0,0.41501406,0.0,0.30271825,0.35315245,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.3431874,0.3898089,0.0,0.40505686,0.0,0.0,0.30173966,0.0,0.0,0.3188443,0.0,0.0,0.38664195,0.0,0.0,0.0,0.0,0.399117,0.0,0.0,0.3257782,0.36093017,0.44928724,0.43981075
Gracilibacteraceae,0.34446192,0.0,0.0,0.43711558,0.0,0.3558375,0.0,0.0,0.0,0.36569542,0.0,0.0,0.44145578,0.0,0.0,0.3710154,0.0,0.0,0.3077533,0.0,0.38816008,0.0,0.36702245,0.43330428,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.3439568,0.0,0.0,0.0,0.0,0.0,0.44073278,0.45750788,0.0,0.411116,0.28436387,0.4521363,0.0,0.38664195,0.3710154,0.0,0.42763013,0.0,0.0,0.38179767,0.0,0.0,0.43851277,0.35977685,0.0,0.0,0.3742716
Syntrophorhabdaceae,0.0,0.41000316,0.41573164,0.0,0.3467141,0.0,0.32360467,0.348954,0.38127804,0.33346573,0.43548164,0.44770125,0.37010145,0.0,0.0,0.42763013,0.0,0.395734,0.43009496,0.0,0.45092362,0.40919888,0.0,0.0,0.0,0.0,0.4242358
Synergistaceae,0.0,0.42588,0.4290821,0.3769635,0.35020596,0.39623272,0.0,0.0,0.38313046,0.38603544,0.0,0.0,0.0,0.0,0.0,0.0,0.395734,0.0,0.0,0.0,0.41030937,0.0,0.0,0.0,0.0,0.42341536,0.0
Prolixibacteraceae,0.4045141,0.0,0.3661968,0.0,0.0,0.44870222,0.30520988,0.40962914,0.43130872,0.3411375,0.36896986,0.0,0.0,0.0,0.3077533,0.0,0.43009496,0.0,0.0,0.0,0.2853868,0.39239934,0.0,0.29880208,0.43913013,0.0,0.0
Methanosaetaceae,0.41840413,0.26578638,0.0,0.0,0.0,0.0,0.0,0.39416713,0.0,0.44172138,0.33218557,0.44741458,0.41501406,0.0,0.0,0.38179767,0.0,0.0,0.0,0.0,0.0,0.45210016,0.42471007,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.3202426,0.4136012,0.37248966,0.40888378,0.32278666,0.45766178,0.0,0.29356903,0.3128154,0.0,0.0,0.0,0.399117,0.38816008,0.0,0.45092362,0.41030937,0.2853868,0.0,0.0,0.0,0.0,0.37764585,0.30909127,0.35826734,0.44581357
Methanoregulaceae,0.0,0.0,0.39223802,0.0,0.45342475,0.0,0.0,0.27688617,0.0,0.29393175,0.37868834,0.0,0.30271825,0.0,0.0,0.0,0.40919888,0.0,0.39239934,0.45210016,0.0,0.0,0.0,0.0,0.39919597,0.0,0.0
Geobacteraceae,0.43264458,0.0,0.0,0.0,0.0,0.43240622,0.0,0.4325718,0.4415593,0.0,0.3482414,0.28196722,0.35315245,0.0,0.36702245,0.43851277,0.0,0.0,0.0,0.42471007,0.0,0.0,0.0,0.0,0.0,0.32704368,0.0
SBR1031,0.0,0.0,0.0,0.37882066,0.0,0.0,0.44589674,0.0,0.39404312,0.4488434,0.0,0.0,0.0,0.3257782,0.43330428,0.35977685,0.0,0.0,0.29880208,0.0,0.37764585,0.0,0.0,0.0,0.0,0.4309082,0.0
Pedosphaeraceae,0.39224377,0.0,0.45284957,0.0,0.0,0.0,0.0,0.4023537,0.40868032,0.36496708,0.42157656,0.0,0.0,0.36093017,0.0,0.0,0.0,0.0,0.43913013,0.0,0.30909127,0.39919597,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.4483028,0.4368514,0.3834678,0.0,0.0,0.0,0.0,0.45405707,0.33498394,0.0,0.0,0.0,0.44928724,0.0,0.0,0.0,0.42341536,0.0,0.0,0.35826734,0.0,0.32704368,0.4309082,0.0,0.0,0.0
Kosmotogaceae,0.0,0.38797346,0.0,0.0,0.4373228,0.0,0.4564183,0.33069828,0.0,0.29517674,0.29128185,0.4377739,0.0,0.43981075,0.0,0.3742716,0.4242358,0.0,0.0,0.0,0.44581357,0.0,0.0,0.0,0.0,0.0,0.0
