,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.30589858,0.0,0.3488291,0.0,0.0,0.0,0.44381773,0.0,0.3730083,0.28629124,0.0,0.33537158,0.33951113,0.0,0.0,0.3932015,0.4035003,0.0,0.0,0.40875816,0.0,0.28525826,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.42846927,0.43085128,0.45348358,0.0,0.0,0.0,0.0,0.0,0.0,0.36225784,0.0,0.0,0.0,0.0,0.4075827,0.39348865,0.0,0.40600526,0.39072526,0.0,0.0,0.0,0.0,0.32893053,0.34914455
uncultured,0.0,0.42846927,0.0,0.28878242,0.0,0.0,0.0,0.2989322,0.0,0.44204953,0.0,0.0,0.0,0.0,0.0,0.0,0.2785531,0.4545313,0.38532516,0.0,0.4174454,0.3387393,0.0,0.0,0.402425,0.44640452,0.0
UnclassifiedFamily,0.30589858,0.43085128,0.28878242,0.0,0.3160656,0.3310543,0.40851498,0.0,0.0,0.35094866,0.0,0.0,0.0,0.45103553,0.43682593,0.0,0.0,0.33888978,0.0,0.0,0.36866623,0.0,0.0,0.33495763,0.0,0.34715128,0.0
Aminicenantales,0.0,0.45348358,0.0,0.3160656,0.0,0.34252247,0.4587371,0.0,0.0,0.0,0.0,0.0,0.0,0.45404407,0.0,0.0,0.43575484,0.4139729,0.0,0.0,0.41048077,0.3261039,0.0,0.0,0.0,0.0,0.31766498
Rikenellaceae,0.3488291,0.0,0.0,0.3310543,0.34252247,0.0,0.0,0.0,0.0,0.44478038,0.0,0.0,0.39153692,0.0,0.45460078,0.0,0.0,0.45443982,0.36894214,0.0,0.3719175,0.0,0.41739243,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.40851498,0.4587371,0.0,0.0,0.0,0.0,0.34930044,0.0,0.0,0.0,0.44573623,0.0,0.33338282,0.4030219,0.0,0.39293072,0.0,0.30814272,0.0,0.0,0.26818508,0.0,0.0,0.39608765
JS1,0.0,0.0,0.2989322,0.0,0.0,0.0,0.0,0.0,0.37653166,0.4379872,0.34787682,0.4307778,0.40201658,0.0,0.0,0.30861914,0.44132438,0.0,0.31365362,0.4515154,0.0,0.40918118,0.35417333,0.0,0.41241652,0.0,0.2842637
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37653166,0.0,0.31888476,0.3238251,0.0,0.0,0.0,0.0,0.0,0.459119,0.37054223,0.40920368,0.0,0.40849268,0.0,0.3453206,0.3337007,0.30970845,0.3718345,0.0
Cloacimonadaceae,0.44381773,0.0,0.44204953,0.35094866,0.0,0.44478038,0.34930044,0.4379872,0.31888476,0.0,0.43026367,0.40146104,0.37010393,0.38467526,0.39440137,0.43330872,0.4540726,0.32387722,0.40942007,0.3887352,0.37572995,0.38172206,0.0,0.40579644,0.36191744,0.4465424,0.34596917
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34787682,0.3238251,0.43026367,0.0,0.41013703,0.34598356,0.0,0.0,0.30213097,0.42302915,0.0,0.39614245,0.44609624,0.0,0.41550905,0.37078342,0.0,0.4237235,0.0,0.35425594
SAR324_clade(Marine_group_B),0.3730083,0.36225784,0.0,0.0,0.0,0.0,0.0,0.4307778,0.0,0.40146104,0.41013703,0.0,0.3202449,0.0,0.0,0.42013863,0.3674214,0.0,0.0,0.40433425,0.0,0.0,0.32647133,0.0,0.0,0.0,0.35444018
Syntrophobacteraceae,0.28629124,0.0,0.0,0.0,0.0,0.39153692,0.0,0.40201658,0.0,0.37010393,0.34598356,0.3202449,0.0,0.38495153,0.40246218,0.0,0.34612563,0.0,0.0,0.36279047,0.0,0.40297577,0.4339827,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.45103553,0.45404407,0.0,0.44573623,0.0,0.0,0.38467526,0.0,0.0,0.38495153,0.0,0.0,0.39856845,0.0,0.0,0.0,0.0,0.39199468,0.0,0.0,0.3517993,0.31366447,0.31698936,0.40985727
Gracilibacteraceae,0.33537158,0.0,0.0,0.43682593,0.0,0.45460078,0.0,0.0,0.0,0.39440137,0.0,0.0,0.40246218,0.0,0.0,0.43935156,0.0,0.0,0.35598618,0.0,0.36717728,0.0,0.31297895,0.39931357,0.0,0.0,0.0
