,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Bacteroidetes_vadinHA17,0.33951113,0.0,0.0,0.0,0.0,0.0,0.33338282,0.30861914,0.0,0.43330872,0.30213097,0.42013863,0.0,0.39856845,0.43935156,0.0,0.41279075,0.0,0.0,0.2949844,0.0,0.0,0.44675043,0.34427938,0.0,0.0,0.39212632
Syntrophorhabdaceae,0.0,0.4075827,0.2785531,0.0,0.43575484,0.0,0.4030219,0.44132438,0.459119,0.4540726,0.42302915,0.3674214,0.34612563,0.0,0.0,0.41279075,0.0,0.2586501,0.40947455,0.0,0.41040593,0.34987754,0.0,0.0,0.0,0.0,0.42992902
Synergistaceae,0.0,0.39348865,0.4545313,0.33888978,0.4139729,0.45443982,0.0,0.0,0.37054223,0.32387722,0.0,0.0,0.0,0.0,0.0,0.0,0.2586501,0.0,0.0,0.0,0.41988388,0.0,0.0,0.0,0.0,0.4159177,0.0
Prolixibacteraceae,0.3932015,0.0,0.38532516,0.0,0.0,0.36894214,0.39293072,0.31365362,0.40920368,0.40942007,0.39614245,0.0,0.0,0.0,0.35598618,0.0,0.40947455,0.0,0.0,0.0,0.4469538,0.35911196,0.0,0.36135232,0.2700456,0.0,0.0
Methanosaetaceae,0.4035003,0.40600526,0.0,0.0,0.0,0.0,0.0,0.4515154,0.0,0.3887352,0.44609624,0.40433425,0.36279047,0.0,0.0,0.2949844,0.0,0.0,0.0,0.0,0.0,0.3397121,0.37633073,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.39072526,0.4174454,0.36866623,0.41048077,0.3719175,0.30814272,0.0,0.40849268,0.37572995,0.0,0.0,0.0,0.39199468,0.36717728,0.0,0.41040593,0.41988388,0.4469538,0.0,0.0,0.0,0.0,0.28631467,0.34819683,0.45401144,0.45185775
Methanoregulaceae,0.0,0.0,0.3387393,0.0,0.3261039,0.0,0.0,0.40918118,0.0,0.38172206,0.41550905,0.0,0.40297577,0.0,0.0,0.0,0.34987754,0.0,0.35911196,0.3397121,0.0,0.0,0.0,0.0,0.34717742,0.0,0.0
Geobacteraceae,0.40875816,0.0,0.0,0.0,0.0,0.41739243,0.0,0.35417333,0.3453206,0.0,0.37078342,0.32647133,0.4339827,0.0,0.31297895,0.44675043,0.0,0.0,0.0,0.37633073,0.0,0.0,0.0,0.0,0.0,0.456806,0.0
SBR1031,0.0,0.0,0.0,0.33495763,0.0,0.0,0.26818508,0.0,0.3337007,0.40579644,0.0,0.0,0.0,0.3517993,0.39931357,0.34427938,0.0,0.0,0.36135232,0.0,0.28631467,0.0,0.0,0.0,0.0,0.4334662,0.0
Pedosphaeraceae,0.28525826,0.0,0.402425,0.0,0.0,0.0,0.0,0.41241652,0.30970845,0.36191744,0.4237235,0.0,0.0,0.31366447,0.0,0.0,0.0,0.0,0.2700456,0.0,0.34819683,0.34717742,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.32893053,0.44640452,0.34715128,0.0,0.0,0.0,0.0,0.3718345,0.4465424,0.0,0.0,0.0,0.31698936,0.0,0.0,0.0,0.4159177,0.0,0.0,0.45401144,0.0,0.456806,0.4334662,0.0,0.0,0.0
Kosmotogaceae,0.0,0.34914455,0.0,0.0,0.31766498,0.0,0.39608765,0.2842637,0.0,0.34596917,0.35425594,0.35444018,0.0,0.40985727,0.0,0.39212632,0.42992902,0.0,0.0,0.0,0.45185775,0.0,0.0,0.0,0.0,0.0,0.0
