,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.40029237,0.0,0.3880544,0.0,0.0,0.0,0.40299246,0.0,0.37995225,0.39497158,0.0,0.43410352,0.40451422,0.0,0.0,0.4556248,0.45421708,0.0,0.0,0.43556812,0.0,0.45157596,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.4209945,0.341841,0.44101784,0.0,0.0,0.0,0.0,0.0,0.0,0.36229366,0.0,0.0,0.0,0.0,0.40202552,0.4369221,0.0,0.35454014,0.4327426,0.0,0.0,0.0,0.0,0.44719982,0.41353008
uncultured,0.0,0.4209945,0.0,0.4366578,0.0,0.0,0.0,0.4286614,0.0,0.3786063,0.0,0.0,0.0,0.0,0.0,0.0,0.42568845,0.39269957,0.40870294,0.0,0.43677023,0.4107127,0.0,0.0,0.39367715,0.45172265,0.0
UnclassifiedFamily,0.40029237,0.341841,0.4366578,0.0,0.38475174,0.40542156,0.35980386,0.0,0.0,0.3990296,0.0,0.0,0.0,0.41465428,0.36851516,0.0,0.0,0.42682636,0.0,0.0,0.4203695,0.0,0.0,0.32953998,0.0,0.39880702,0.0
Aminicenantales,0.0,0.44101784,0.0,0.38475174,0.0,0.4117335,0.35679638,0.0,0.0,0.0,0.0,0.0,0.0,0.30739388,0.0,0.0,0.38137674,0.43962774,0.0,0.0,0.3940547,0.2961159,0.0,0.0,0.0,0.0,0.38773835
Rikenellaceae,0.3880544,0.0,0.0,0.40542156,0.4117335,0.0,0.0,0.0,0.0,0.42121416,0.0,0.0,0.3757697,0.0,0.4403571,0.0,0.0,0.3778702,0.3953999,0.0,0.44930646,0.0,0.44930318,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.35980386,0.35679638,0.0,0.0,0.0,0.0,0.41485077,0.0,0.0,0.0,0.31565318,0.0,0.44114158,0.34787935,0.0,0.37626436,0.0,0.40331268,0.0,0.0,0.3687701,0.0,0.0,0.32755086
JS1,0.0,0.0,0.4286614,0.0,0.0,0.0,0.0,0.0,0.4339543,0.38053438,0.45000294,0.3784683,0.41237468,0.0,0.0,0.45902377,0.38231146,0.0,0.36943492,0.32510686,0.0,0.4068305,0.37471214,0.0,0.38843638,0.0,0.43429798
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4339543,0.0,0.37521452,0.44221714,0.0,0.0,0.0,0.0,0.0,0.44318897,0.4222062,0.3250131,0.0,0.40688136,0.0,0.3570989,0.39660528,0.3941825,0.33662966,0.0
Cloacimonadaceae,0.40299246,0.0,0.3786063,0.3990296,0.0,0.42121416,0.41485077,0.38053438,0.37521452,0.0,0.45859817,0.40795895,0.40895295,0.30917642,0.43595904,0.44495896,0.3683646,0.4073452,0.42618528,0.4342621,0.30877724,0.45672128,0.0,0.4100523,0.30805856,0.39862937,0.40864518
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45000294,0.44221714,0.45859817,0.0,0.3240706,0.28725338,0.0,0.0,0.4192284,0.36132315,0.0,0.37720522,0.40035155,0.0,0.38999796,0.33837798,0.0,0.40271175,0.0,0.45217365
SAR324_clade(Marine_group_B),0.37995225,0.36229366,0.0,0.0,0.0,0.0,0.0,0.3784683,0.0,0.40795895,0.3240706,0.0,0.40634704,0.0,0.0,0.36386618,0.43808347,0.0,0.0,0.4318379,0.0,0.0,0.43589956,0.0,0.0,0.0,0.30942476
Syntrophobacteraceae,0.39497158,0.0,0.0,0.0,0.0,0.3757697,0.0,0.41237468,0.0,0.40895295,0.28725338,0.40634704,0.0,0.30077228,0.38564628,0.0,0.44417372,0.0,0.0,0.39356977,0.0,0.3758016,0.45108992,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.41465428,0.30739388,0.0,0.31565318,0.0,0.0,0.30917642,0.0,0.0,0.30077228,0.0,0.0,0.37413904,0.0,0.0,0.0,0.0,0.39516377,0.0,0.0,0.32897288,0.32285127,0.44838005,0.33507404
Gracilibacteraceae,0.43410352,0.0,0.0,0.36851516,0.0,0.4403571,0.0,0.0,0.0,0.43595904,0.0,0.0,0.38564628,0.0,0.0,0.26695028,0.0,0.0,0.43282813,0.0,0.26076618,0.0,0.37306488,0.4347059,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.40451422,0.0,0.0,0.0,0.0,0.0,0.44114158,0.45902377,0.0,0.44495896,0.4192284,0.36386618,0.0,0.37413904,0.26695028,0.0,0.3603957,0.0,0.0,0.41423467,0.0,0.0,0.39309818,0.42720094,0.0,0.0,0.3011878
Syntrophorhabdaceae,0.0,0.40202552,0.42568845,0.0,0.38137674,0.0,0.34787935,0.38231146,0.44318897,0.3683646,0.36132315,0.43808347,0.44417372,0.0,0.0,0.3603957,0.0,0.35353237,0.44516268,0.0,0.424308,0.41755447,0.0,0.0,0.0,0.0,0.44228232
Synergistaceae,0.0,0.4369221,0.39269957,0.42682636,0.43962774,0.3778702,0.0,0.0,0.4222062,0.4073452,0.0,0.0,0.0,0.0,0.0,0.0,0.35353237,0.0,0.0,0.0,0.41062093,0.0,0.0,0.0,0.0,0.28501448,0.0
Prolixibacteraceae,0.4556248,0.0,0.40870294,0.0,0.0,0.3953999,0.37626436,0.36943492,0.3250131,0.42618528,0.37720522,0.0,0.0,0.0,0.43282813,0.0,0.44516268,0.0,0.0,0.0,0.27410832,0.3595787,0.0,0.36740446,0.3651208,0.0,0.0
Methanosaetaceae,0.45421708,0.35454014,0.0,0.0,0.0,0.0,0.0,0.32510686,0.0,0.4342621,0.40035155,0.4318379,0.39356977,0.0,0.0,0.41423467,0.0,0.0,0.0,0.0,0.0,0.34995633,0.37064728,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.4327426,0.43677023,0.4203695,0.3940547,0.44930646,0.40331268,0.0,0.40688136,0.30877724,0.0,0.0,0.0,0.39516377,0.26076618,0.0,0.424308,0.41062093,0.27410832,0.0,0.0,0.0,0.0,0.39419255,0.39843464,0.27456227,0.4307414
Methanoregulaceae,0.0,0.0,0.4107127,0.0,0.2961159,0.0,0.0,0.4068305,0.0,0.45672128,0.38999796,0.0,0.3758016,0.0,0.0,0.0,0.41755447,0.0,0.3595787,0.34995633,0.0,0.0,0.0,0.0,0.40947044,0.0,0.0
Geobacteraceae,0.43556812,0.0,0.0,0.0,0.0,0.44930318,0.0,0.37471214,0.3570989,0.0,0.33837798,0.43589956,0.45108992,0.0,0.37306488,0.39309818,0.0,0.0,0.0,0.37064728,0.0,0.0,0.0,0.0,0.0,0.4477713,0.0
SBR1031,0.0,0.0,0.0,0.32953998,0.0,0.0,0.3687701,0.0,0.39660528,0.4100523,0.0,0.0,0.0,0.32897288,0.4347059,0.42720094,0.0,0.0,0.36740446,0.0,0.39419255,0.0,0.0,0.0,0.0,0.29771584,0.0
Pedosphaeraceae,0.45157596,0.0,0.39367715,0.0,0.0,0.0,0.0,0.38843638,0.3941825,0.30805856,0.40271175,0.0,0.0,0.32285127,0.0,0.0,0.0,0.0,0.3651208,0.0,0.39843464,0.40947044,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.44719982,0.45172265,0.39880702,0.0,0.0,0.0,0.0,0.33662966,0.39862937,0.0,0.0,0.0,0.44838005,0.0,0.0,0.0,0.28501448,0.0,0.0,0.27456227,0.0,0.4477713,0.29771584,0.0,0.0,0.0
Kosmotogaceae,0.0,0.41353008,0.0,0.0,0.38773835,0.0,0.32755086,0.43429798,0.0,0.40864518,0.45217365,0.30942476,0.0,0.33507404,0.0,0.3011878,0.44228232,0.0,0.0,0.0,0.4307414,0.0,0.0,0.0,0.0,0.0,0.0
