,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.45249307,0.0,0.3544731,0.0,0.0,0.0,0.42559373,0.0,0.4205192,0.33619708,0.0,0.3818722,0.29326594,0.0,0.0,0.45283455,0.42183042,0.0,0.0,0.34677988,0.0,0.42486632,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.3972483,0.4071954,0.37855336,0.0,0.0,0.0,0.0,0.0,0.0,0.43223885,0.0,0.0,0.0,0.0,0.40300694,0.3226664,0.0,0.2936071,0.33261347,0.0,0.0,0.0,0.0,0.43962032,0.40398473
uncultured,0.0,0.3972483,0.0,0.35671633,0.0,0.0,0.0,0.44081774,0.0,0.45793754,0.0,0.0,0.0,0.0,0.0,0.0,0.3126621,0.29951507,0.37132335,0.0,0.38986313,0.42676234,0.0,0.0,0.42289594,0.4288908,0.0
UnclassifiedFamily,0.45249307,0.4071954,0.35671633,0.0,0.4311778,0.4514187,0.4486843,0.0,0.0,0.33082935,0.0,0.0,0.0,0.44722098,0.3602327,0.0,0.0,0.42923442,0.0,0.0,0.31453064,0.0,0.0,0.37545618,0.0,0.4405288,0.0
Aminicenantales,0.0,0.37855336,0.0,0.4311778,0.0,0.30693048,0.38310423,0.0,0.0,0.0,0.0,0.0,0.0,0.3453346,0.0,0.0,0.30877572,0.4106217,0.0,0.0,0.3701485,0.30196542,0.0,0.0,0.0,0.0,0.4283493
Rikenellaceae,0.3544731,0.0,0.0,0.4514187,0.30693048,0.0,0.0,0.0,0.0,0.2997799,0.0,0.0,0.40015128,0.0,0.44867975,0.0,0.0,0.43696648,0.40279877,0.0,0.44863454,0.0,0.40012905,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.4486843,0.38310423,0.0,0.0,0.0,0.0,0.40701577,0.0,0.0,0.0,0.41478568,0.0,0.3512069,0.3759026,0.0,0.3357719,0.0,0.41891313,0.0,0.0,0.29575232,0.0,0.0,0.43618774
JS1,0.0,0.0,0.44081774,0.0,0.0,0.0,0.0,0.0,0.42593858,0.4543726,0.42603055,0.44022688,0.42326245,0.0,0.0,0.40202197,0.43729582,0.0,0.40631676,0.45118344,0.0,0.45830983,0.4146342,0.0,0.40282732,0.0,0.44160846
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42593858,0.0,0.42812586,0.38660282,0.0,0.0,0.0,0.0,0.0,0.43109232,0.32857618,0.44956097,0.0,0.34967262,0.0,0.40693355,0.43352938,0.42790428,0.407367,0.0
Cloacimonadaceae,0.42559373,0.0,0.45793754,0.33082935,0.0,0.2997799,0.40701577,0.4543726,0.42812586,0.0,0.40812415,0.3729425,0.361429,0.3563188,0.41345263,0.34284738,0.43081534,0.42251885,0.45257172,0.45360422,0.45480612,0.36365485,0.0,0.42339122,0.42777038,0.3385492,0.31219733
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42603055,0.38660282,0.40812415,0.0,0.45460925,0.40796325,0.0,0.0,0.42608345,0.45924953,0.0,0.410987,0.40107372,0.0,0.35436568,0.34962672,0.0,0.4418738,0.0,0.4255417
SAR324_clade(Marine_group_B),0.4205192,0.43223885,0.0,0.0,0.0,0.0,0.0,0.44022688,0.0,0.3729425,0.45460925,0.0,0.36837304,0.0,0.0,0.4517955,0.37924227,0.0,0.0,0.4297668,0.0,0.0,0.41843963,0.0,0.0,0.0,0.45800775
Syntrophobacteraceae,0.33619708,0.0,0.0,0.0,0.0,0.40015128,0.0,0.42326245,0.0,0.361429,0.40796325,0.36837304,0.0,0.45535076,0.3630103,0.0,0.4263129,0.0,0.0,0.3919426,0.0,0.3733376,0.42772624,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.44722098,0.3453346,0.0,0.41478568,0.0,0.0,0.3563188,0.0,0.0,0.45535076,0.0,0.0,0.35153064,0.0,0.0,0.0,0.0,0.33629462,0.0,0.0,0.37039736,0.31529555,0.43448612,0.37327862
Gracilibacteraceae,0.3818722,0.0,0.0,0.3602327,0.0,0.44867975,0.0,0.0,0.0,0.41345263,0.0,0.0,0.3630103,0.0,0.0,0.44179574,0.0,0.0,0.43371233,0.0,0.44389215,0.0,0.40491638,0.355406,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.29326594,0.0,0.0,0.0,0.0,0.0,0.3512069,0.40202197,0.0,0.34284738,0.42608345,0.4517955,0.0,0.35153064,0.44179574,0.0,0.2924058,0.0,0.0,0.45858595,0.0,0.0,0.41739842,0.44276452,0.0,0.0,0.36955047
Syntrophorhabdaceae,0.0,0.40300694,0.3126621,0.0,0.30877572,0.0,0.3759026,0.43729582,0.43109232,0.43081534,0.45924953,0.37924227,0.4263129,0.0,0.0,0.2924058,0.0,0.37094414,0.4284897,0.0,0.44543403,0.39467692,0.0,0.0,0.0,0.0,0.43026888
Synergistaceae,0.0,0.3226664,0.29951507,0.42923442,0.4106217,0.43696648,0.0,0.0,0.32857618,0.42251885,0.0,0.0,0.0,0.0,0.0,0.0,0.37094414,0.0,0.0,0.0,0.3900485,0.0,0.0,0.0,0.0,0.34941572,0.0
Prolixibacteraceae,0.45283455,0.0,0.37132335,0.0,0.0,0.40279877,0.3357719,0.40631676,0.44956097,0.45257172,0.410987,0.0,0.0,0.0,0.43371233,0.0,0.4284897,0.0,0.0,0.0,0.36302757,0.43267927,0.0,0.42059,0.40402523,0.0,0.0
Methanosaetaceae,0.42183042,0.2936071,0.0,0.0,0.0,0.0,0.0,0.45118344,0.0,0.45360422,0.40107372,0.4297668,0.3919426,0.0,0.0,0.45858595,0.0,0.0,0.0,0.0,0.0,0.38820434,0.45324853,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.33261347,0.38986313,0.31453064,0.3701485,0.44863454,0.41891313,0.0,0.34967262,0.45480612,0.0,0.0,0.0,0.33629462,0.44389215,0.0,0.44543403,0.3900485,0.36302757,0.0,0.0,0.0,0.0,0.38709718,0.35713828,0.44059536,0.44693938
Methanoregulaceae,0.0,0.0,0.42676234,0.0,0.30196542,0.0,0.0,0.45830983,0.0,0.36365485,0.35436568,0.0,0.3733376,0.0,0.0,0.0,0.39467692,0.0,0.43267927,0.38820434,0.0,0.0,0.0,0.0,0.35483858,0.0,0.0
Geobacteraceae,0.34677988,0.0,0.0,0.0,0.0,0.40012905,0.0,0.4146342,0.40693355,0.0,0.34962672,0.41843963,0.42772624,0.0,0.40491638,0.41739842,0.0,0.0,0.0,0.45324853,0.0,0.0,0.0,0.0,0.0,0.45511115,0.0
SBR1031,0.0,0.0,0.0,0.37545618,0.0,0.0,0.29575232,0.0,0.43352938,0.42339122,0.0,0.0,0.0,0.37039736,0.355406,0.44276452,0.0,0.0,0.42059,0.0,0.38709718,0.0,0.0,0.0,0.0,0.3524927,0.0
Pedosphaeraceae,0.42486632,0.0,0.42289594,0.0,0.0,0.0,0.0,0.40282732,0.42790428,0.42777038,0.4418738,0.0,0.0,0.31529555,0.0,0.0,0.0,0.0,0.40402523,0.0,0.35713828,0.35483858,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.43962032,0.4288908,0.4405288,0.0,0.0,0.0,0.0,0.407367,0.3385492,0.0,0.0,0.0,0.43448612,0.0,0.0,0.0,0.34941572,0.0,0.0,0.44059536,0.0,0.45511115,0.3524927,0.0,0.0,0.0
Kosmotogaceae,0.0,0.40398473,0.0,0.0,0.4283493,0.0,0.43618774,0.44160846,0.0,0.31219733,0.4255417,0.45800775,0.0,0.37327862,0.0,0.36955047,0.43026888,0.0,0.0,0.0,0.44693938,0.0,0.0,0.0,0.0,0.0,0.0
