,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.4284961,0.0,0.42284608,0.0,0.0,0.0,0.31491193,0.0,0.359568,0.4015109,0.0,0.43131706,0.34980184,0.0,0.0,0.45852447,0.42064193,0.0,0.0,0.4221621,0.0,0.37728,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.36186108,0.37570375,0.4316165,0.0,0.0,0.0,0.0,0.0,0.0,0.43244615,0.0,0.0,0.0,0.0,0.44639012,0.4257212,0.0,0.29141125,0.3465121,0.0,0.0,0.0,0.0,0.41971862,0.40877125
uncultured,0.0,0.36186108,0.0,0.2824854,0.0,0.0,0.0,0.40872627,0.0,0.33440354,0.0,0.0,0.0,0.0,0.0,0.0,0.3998217,0.45761254,0.43716452,0.0,0.28616497,0.29492047,0.0,0.0,0.3150381,0.3949296,0.0
UnclassifiedFamily,0.4284961,0.37570375,0.2824854,0.0,0.39521667,0.43072903,0.41524366,0.0,0.0,0.35941607,0.0,0.0,0.0,0.41009086,0.44509068,0.0,0.0,0.43319783,0.0,0.0,0.34390962,0.0,0.0,0.4555358,0.0,0.33005777,0.0
Aminicenantales,0.0,0.4316165,0.0,0.39521667,0.0,0.4554989,0.44341508,0.0,0.0,0.0,0.0,0.0,0.0,0.3213459,0.0,0.0,0.4515838,0.31756148,0.0,0.0,0.39931145,0.39788154,0.0,0.0,0.0,0.0,0.42434987
Rikenellaceae,0.42284608,0.0,0.0,0.43072903,0.4554989,0.0,0.0,0.0,0.0,0.4043546,0.0,0.0,0.4183378,0.0,0.401705,0.0,0.0,0.40254006,0.45841336,0.0,0.44540763,0.0,0.36609805,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.41524366,0.44341508,0.0,0.0,0.0,0.0,0.42321086,0.0,0.0,0.0,0.36624482,0.0,0.39134008,0.38111588,0.0,0.4342168,0.0,0.36971855,0.0,0.0,0.29276866,0.0,0.0,0.41573247
JS1,0.0,0.0,0.40872627,0.0,0.0,0.0,0.0,0.0,0.3775574,0.31552932,0.309432,0.4101088,0.35753596,0.0,0.0,0.42994043,0.44506994,0.0,0.42614344,0.3827565,0.0,0.45679376,0.37453994,0.0,0.3889289,0.0,0.44381306
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3775574,0.0,0.4004336,0.3896875,0.0,0.0,0.0,0.0,0.0,0.4120423,0.40880513,0.36048442,0.0,0.43580428,0.0,0.45188496,0.27626306,0.31464067,0.41245836,0.0
Cloacimonadaceae,0.31491193,0.0,0.33440354,0.35941607,0.0,0.4043546,0.42321086,0.31552932,0.4004336,0.0,0.44496754,0.3413747,0.38479647,0.4399929,0.40415153,0.29255962,0.28621617,0.38886926,0.31961426,0.42386535,0.3534256,0.3362905,0.0,0.40667647,0.3932668,0.37730807,0.3504934
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309432,0.3896875,0.44496754,0.0,0.3370144,0.4472167,0.0,0.0,0.39839488,0.45406955,0.0,0.32025254,0.4073695,0.0,0.444994,0.35983792,0.0,0.4238867,0.0,0.38259605
SAR324_clade(Marine_group_B),0.359568,0.43244615,0.0,0.0,0.0,0.0,0.0,0.4101088,0.0,0.3413747,0.3370144,0.0,0.3315066,0.0,0.0,0.35820305,0.3891748,0.0,0.0,0.39301854,0.0,0.0,0.45435444,0.0,0.0,0.0,0.3488786
Syntrophobacteraceae,0.4015109,0.0,0.0,0.0,0.0,0.4183378,0.0,0.35753596,0.0,0.38479647,0.4472167,0.3315066,0.0,0.44469994,0.3939498,0.0,0.38195828,0.0,0.0,0.40769872,0.0,0.4197441,0.43392578,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.41009086,0.3213459,0.0,0.36624482,0.0,0.0,0.4399929,0.0,0.0,0.44469994,0.0,0.0,0.37227955,0.0,0.0,0.0,0.0,0.41495362,0.0,0.0,0.45830542,0.3329747,0.4447113,0.41067046
Gracilibacteraceae,0.43131706,0.0,0.0,0.44509068,0.0,0.401705,0.0,0.0,0.0,0.40415153,0.0,0.0,0.3939498,0.0,0.0,0.44318235,0.0,0.0,0.4444304,0.0,0.3972688,0.0,0.4050976,0.4132742,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.34980184,0.0,0.0,0.0,0.0,0.0,0.39134008,0.42994043,0.0,0.29255962,0.39839488,0.35820305,0.0,0.37227955,0.44318235,0.0,0.4095569,0.0,0.0,0.45726168,0.0,0.0,0.33224615,0.35503855,0.0,0.0,0.42334473
