,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.3902372,0.0,0.4124153,0.0,0.0,0.0,0.37348527,0.0,0.34388554,0.40034667,0.0,0.313406,0.40492326,0.0,0.0,0.2868007,0.4171337,0.0,0.0,0.34784815,0.0,0.38340393,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.45772082,0.42695197,0.26614302,0.0,0.0,0.0,0.0,0.0,0.0,0.35588813,0.0,0.0,0.0,0.0,0.35262117,0.31660497,0.0,0.4451587,0.39400688,0.0,0.0,0.0,0.0,0.33246028,0.41034305
uncultured,0.0,0.45772082,0.0,0.39818645,0.0,0.0,0.0,0.35525638,0.0,0.40980875,0.0,0.0,0.0,0.0,0.0,0.0,0.4347072,0.4529216,0.33415407,0.0,0.3047479,0.35822165,0.0,0.0,0.407836,0.38039744,0.0
UnclassifiedFamily,0.3902372,0.42695197,0.39818645,0.0,0.44157377,0.43492737,0.3057043,0.0,0.0,0.37265483,0.0,0.0,0.0,0.3387095,0.37904382,0.0,0.0,0.37525332,0.0,0.0,0.3861903,0.0,0.0,0.40730983,0.0,0.40949994,0.0
Aminicenantales,0.0,0.26614302,0.0,0.44157377,0.0,0.38373253,0.38870642,0.0,0.0,0.0,0.0,0.0,0.0,0.3681008,0.0,0.0,0.4023427,0.4440607,0.0,0.0,0.28066346,0.3974244,0.0,0.0,0.0,0.0,0.32577342
Rikenellaceae,0.4124153,0.0,0.0,0.43492737,0.38373253,0.0,0.0,0.0,0.0,0.375137,0.0,0.0,0.44951597,0.0,0.42503384,0.0,0.0,0.3097452,0.3741159,0.0,0.36021948,0.0,0.33413133,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.3057043,0.38870642,0.0,0.0,0.0,0.0,0.4503412,0.0,0.0,0.0,0.43640053,0.0,0.4401413,0.31518856,0.0,0.40725175,0.0,0.31623676,0.0,0.0,0.4227394,0.0,0.0,0.39971364
JS1,0.0,0.0,0.35525638,0.0,0.0,0.0,0.0,0.0,0.36567333,0.30875397,0.36316767,0.361163,0.32291046,0.0,0.0,0.29786187,0.42056414,0.0,0.41098353,0.35961437,0.0,0.45723066,0.43610275,0.0,0.4126222,0.0,0.36553562
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36567333,0.0,0.32752362,0.36786062,0.0,0.0,0.0,0.0,0.0,0.4214538,0.32589048,0.425169,0.0,0.3030148,0.0,0.44011104,0.37042758,0.45661354,0.35980636,0.0
Cloacimonadaceae,0.37348527,0.0,0.40980875,0.37265483,0.0,0.375137,0.4503412,0.30875397,0.32752362,0.0,0.34637257,0.43996304,0.33521438,0.45453307,0.4291938,0.30033937,0.378902,0.30006132,0.31646666,0.3239465,0.34611738,0.44728297,0.0,0.40902162,0.45250636,0.38545096,0.41909018
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36316767,0.36786062,0.34637257,0.0,0.39985067,0.45023,0.0,0.0,0.42695054,0.37209582,0.0,0.2747846,0.28046766,0.0,0.34381422,0.407616,0.0,0.40373892,0.0,0.30176023
SAR324_clade(Marine_group_B),0.34388554,0.35588813,0.0,0.0,0.0,0.0,0.0,0.361163,0.0,0.43996304,0.39985067,0.0,0.42607656,0.0,0.0,0.45478404,0.40860018,0.0,0.0,0.40962183,0.0,0.0,0.43780065,0.0,0.0,0.0,0.4328857
Syntrophobacteraceae,0.40034667,0.0,0.0,0.0,0.0,0.44951597,0.0,0.32291046,0.0,0.33521438,0.45023,0.42607656,0.0,0.42830786,0.3091433,0.0,0.33732444,0.0,0.0,0.33384913,0.0,0.38427785,0.35478225,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.3387095,0.3681008,0.0,0.43640053,0.0,0.0,0.45453307,0.0,0.0,0.42830786,0.0,0.0,0.34961256,0.0,0.0,0.0,0.0,0.31878117,0.0,0.0,0.45564517,0.3656251,0.37719727,0.44921142
Gracilibacteraceae,0.313406,0.0,0.0,0.37904382,0.0,0.42503384,0.0,0.0,0.0,0.4291938,0.0,0.0,0.3091433,0.0,0.0,0.4517981,0.0,0.0,0.41942167,0.0,0.33598265,0.0,0.45491436,0.31011426,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.40492326,0.0,0.0,0.0,0.0,0.0,0.4401413,0.29786187,0.0,0.30033937,0.42695054,0.45478404,0.0,0.34961256,0.4517981,0.0,0.40678167,0.0,0.0,0.32879177,0.0,0.0,0.40685856,0.3958041,0.0,0.0,0.44329718
Syntrophorhabdaceae,0.0,0.35262117,0.4347072,0.0,0.4023427,0.0,0.31518856,0.42056414,0.4214538,0.378902,0.37209582,0.40860018,0.33732444,0.0,0.0,0.40678167,0.0,0.4195398,0.42266053,0.0,0.34519726,0.38916096,0.0,0.0,0.0,0.0,0.38078058
Synergistaceae,0.0,0.31660497,0.4529216,0.37525332,0.4440607,0.3097452,0.0,0.0,0.32589048,0.30006132,0.0,0.0,0.0,0.0,0.0,0.0,0.4195398,0.0,0.0,0.0,0.44888902,0.0,0.0,0.0,0.0,0.41090357,0.0
Prolixibacteraceae,0.2868007,0.0,0.33415407,0.0,0.0,0.3741159,0.40725175,0.41098353,0.425169,0.31646666,0.2747846,0.0,0.0,0.0,0.41942167,0.0,0.42266053,0.0,0.0,0.0,0.41982284,0.41005954,0.0,0.4184185,0.37851483,0.0,0.0
Methanosaetaceae,0.4171337,0.4451587,0.0,0.0,0.0,0.0,0.0,0.35961437,0.0,0.3239465,0.28046766,0.40962183,0.33384913,0.0,0.0,0.32879177,0.0,0.0,0.0,0.0,0.0,0.27032745,0.40800592,0.0,0.0,0.0,0.0
