,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.35812983,0.0,0.4547701,0.0,0.0,0.0,0.31836486,0.0,0.36238298,0.36251685,0.0,0.39084777,0.2795594,0.0,0.0,0.4204131,0.44078758,0.0,0.0,0.43229514,0.0,0.3728565,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.45125404,0.41372806,0.31449017,0.0,0.0,0.0,0.0,0.0,0.0,0.30949074,0.0,0.0,0.0,0.0,0.30918667,0.288321,0.0,0.3080457,0.4128253,0.0,0.0,0.0,0.0,0.28677577,0.36072987
uncultured,0.0,0.45125404,0.0,0.36977977,0.0,0.0,0.0,0.2986858,0.0,0.44741893,0.0,0.0,0.0,0.0,0.0,0.0,0.40095404,0.33861795,0.31289896,0.0,0.34248957,0.36053577,0.0,0.0,0.45314983,0.38111404,0.0
UnclassifiedFamily,0.35812983,0.41372806,0.36977977,0.0,0.44344622,0.36287886,0.30487296,0.0,0.0,0.41433057,0.0,0.0,0.0,0.455525,0.43118572,0.0,0.0,0.41239104,0.0,0.0,0.4404188,0.0,0.0,0.35219875,0.0,0.3143148,0.0
Aminicenantales,0.0,0.31449017,0.0,0.44344622,0.0,0.44562575,0.44356593,0.0,0.0,0.0,0.0,0.0,0.0,0.32485577,0.0,0.0,0.42338046,0.36310542,0.0,0.0,0.4473399,0.31133634,0.0,0.0,0.0,0.0,0.37271747
Rikenellaceae,0.4547701,0.0,0.0,0.36287886,0.44562575,0.0,0.0,0.0,0.0,0.40753642,0.0,0.0,0.4383367,0.0,0.456154,0.0,0.0,0.3199627,0.41509926,0.0,0.39498344,0.0,0.3067744,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.30487296,0.44356593,0.0,0.0,0.0,0.0,0.41825753,0.0,0.0,0.0,0.4380844,0.0,0.37491173,0.42527083,0.0,0.36272126,0.0,0.4296976,0.0,0.0,0.4093031,0.0,0.0,0.36186057
JS1,0.0,0.0,0.2986858,0.0,0.0,0.0,0.0,0.0,0.41227928,0.44958463,0.40316403,0.42900336,0.40682936,0.0,0.0,0.41440386,0.37500754,0.0,0.3513945,0.45675087,0.0,0.41966763,0.45507634,0.0,0.3569655,0.0,0.38959172
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41227928,0.0,0.4291786,0.35459888,0.0,0.0,0.0,0.0,0.0,0.3571765,0.29863402,0.42541108,0.0,0.43876144,0.0,0.33488563,0.39993653,0.37097445,0.41167295,0.0
Cloacimonadaceae,0.31836486,0.0,0.44741893,0.41433057,0.0,0.40753642,0.41825753,0.44958463,0.4291786,0.0,0.2872667,0.382719,0.41272447,0.41033927,0.458476,0.43476072,0.28913128,0.28845745,0.43150076,0.36451963,0.36259684,0.36971894,0.0,0.41084313,0.45494664,0.3639755,0.4101366
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40316403,0.35459888,0.2872667,0.0,0.3881462,0.34189403,0.0,0.0,0.4164407,0.4168423,0.0,0.43157163,0.45861742,0.0,0.44423985,0.42722446,0.0,0.4286926,0.0,0.4508302
SAR324_clade(Marine_group_B),0.36238298,0.30949074,0.0,0.0,0.0,0.0,0.0,0.42900336,0.0,0.382719,0.3881462,0.0,0.3755343,0.0,0.0,0.41090116,0.4233555,0.0,0.0,0.45248166,0.0,0.0,0.37012133,0.0,0.0,0.0,0.28244263
Syntrophobacteraceae,0.36251685,0.0,0.0,0.0,0.0,0.4383367,0.0,0.40682936,0.0,0.41272447,0.34189403,0.3755343,0.0,0.45040464,0.38789302,0.0,0.3491116,0.0,0.0,0.4082131,0.0,0.37661973,0.3195668,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.455525,0.32485577,0.0,0.4380844,0.0,0.0,0.41033927,0.0,0.0,0.45040464,0.0,0.0,0.44535667,0.0,0.0,0.0,0.0,0.4088077,0.0,0.0,0.39681005,0.40579545,0.43334162,0.31316957
Gracilibacteraceae,0.39084777,0.0,0.0,0.43118572,0.0,0.456154,0.0,0.0,0.0,0.458476,0.0,0.0,0.38789302,0.0,0.0,0.37531766,0.0,0.0,0.44445923,0.0,0.3577594,0.0,0.34395888,0.4377968,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.2795594,0.0,0.0,0.0,0.0,0.0,0.37491173,0.41440386,0.0,0.43476072,0.4164407,0.41090116,0.0,0.44535667,0.37531766,0.0,0.41864327,0.0,0.0,0.34681803,0.0,0.0,0.45478556,0.44617212,0.0,0.0,0.32088357
Syntrophorhabdaceae,0.0,0.30918667,0.40095404,0.0,0.42338046,0.0,0.42527083,0.37500754,0.3571765,0.28913128,0.4168423,0.4233555,0.3491116,0.0,0.0,0.41864327,0.0,0.44844794,0.3275632,0.0,0.36809918,0.3264554,0.0,0.0,0.0,0.0,0.29156092
Synergistaceae,0.0,0.288321,0.33861795,0.41239104,0.36310542,0.3199627,0.0,0.0,0.29863402,0.28845745,0.0,0.0,0.0,0.0,0.0,0.0,0.44844794,0.0,0.0,0.0,0.3624049,0.0,0.0,0.0,0.0,0.42894658,0.0
Prolixibacteraceae,0.4204131,0.0,0.31289896,0.0,0.0,0.41509926,0.36272126,0.3513945,0.42541108,0.43150076,0.43157163,0.0,0.0,0.0,0.44445923,0.0,0.3275632,0.0,0.0,0.0,0.3894196,0.43987554,0.0,0.31991056,0.41995165,0.0,0.0
Methanosaetaceae,0.44078758,0.3080457,0.0,0.0,0.0,0.0,0.0,0.45675087,0.0,0.36451963,0.45861742,0.45248166,0.4082131,0.0,0.0,0.34681803,0.0,0.0,0.0,0.0,0.0,0.35176137,0.43701273,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.4128253,0.34248957,0.4404188,0.4473399,0.39498344,0.4296976,0.0,0.43876144,0.36259684,0.0,0.0,0.0,0.4088077,0.3577594,0.0,0.36809918,0.3624049,0.3894196,0.0,0.0,0.0,0.0,0.42521918,0.3839076,0.40353197,0.44435817
Methanoregulaceae,0.0,0.0,0.36053577,0.0,0.31133634,0.0,0.0,0.41966763,0.0,0.36971894,0.44423985,0.0,0.37661973,0.0,0.0,0.0,0.3264554,0.0,0.43987554,0.35176137,0.0,0.0,0.0,0.0,0.43222696,0.0,0.0
Geobacteraceae,0.43229514,0.0,0.0,0.0,0.0,0.3067744,0.0,0.45507634,0.33488563,0.0,0.42722446,0.37012133,0.3195668,0.0,0.34395888,0.45478556,0.0,0.0,0.0,0.43701273,0.0,0.0,0.0,0.0,0.0,0.32163686,0.0
SBR1031,0.0,0.0,0.0,0.35219875,0.0,0.0,0.4093031,0.0,0.39993653,0.41084313,0.0,0.0,0.0,0.39681005,0.4377968,0.44617212,0.0,0.0,0.31991056,0.0,0.42521918,0.0,0.0,0.0,0.0,0.45467234,0.0
Pedosphaeraceae,0.3728565,0.0,0.45314983,0.0,0.0,0.0,0.0,0.3569655,0.37097445,0.45494664,0.4286926,0.0,0.0,0.40579545,0.0,0.0,0.0,0.0,0.41995165,0.0,0.3839076,0.43222696,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.28677577,0.38111404,0.3143148,0.0,0.0,0.0,0.0,0.41167295,0.3639755,0.0,0.0,0.0,0.43334162,0.0,0.0,0.0,0.42894658,0.0,0.0,0.40353197,0.0,0.32163686,0.45467234,0.0,0.0,0.0
Kosmotogaceae,0.0,0.36072987,0.0,0.0,0.37271747,0.0,0.36186057,0.38959172,0.0,0.4101366,0.4508302,0.28244263,0.0,0.31316957,0.0,0.32088357,0.29156092,0.0,0.0,0.0,0.44435817,0.0,0.0,0.0,0.0,0.0,0.0
