,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.4285058,0.0,0.4196456,0.0,0.0,0.0,0.3528355,0.0,0.31108326,0.4012193,0.0,0.29538733,0.43593717,0.0,0.0,0.3527935,0.42947134,0.0,0.0,0.3286434,0.0,0.35878503,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.4090647,0.41067287,0.366253,0.0,0.0,0.0,0.0,0.0,0.0,0.3158585,0.0,0.0,0.0,0.0,0.41769528,0.41865197,0.0,0.3569671,0.37844974,0.0,0.0,0.0,0.0,0.39078403,0.38319033
uncultured,0.0,0.4090647,0.0,0.38490772,0.0,0.0,0.0,0.34464312,0.0,0.35887718,0.0,0.0,0.0,0.0,0.0,0.0,0.40508276,0.26505014,0.38363737,0.0,0.42697027,0.37889755,0.0,0.0,0.41057986,0.3611695,0.0
UnclassifiedFamily,0.4285058,0.41067287,0.38490772,0.0,0.41479942,0.32939813,0.2861197,0.0,0.0,0.3357034,0.0,0.0,0.0,0.3772772,0.34739107,0.0,0.0,0.30573845,0.0,0.0,0.3670505,0.0,0.0,0.37504566,0.0,0.26945236,0.0
Aminicenantales,0.0,0.366253,0.0,0.41479942,0.0,0.36843312,0.37637305,0.0,0.0,0.0,0.0,0.0,0.0,0.26774305,0.0,0.0,0.40061602,0.41872737,0.0,0.0,0.3553437,0.307474,0.0,0.0,0.0,0.0,0.38736367
Rikenellaceae,0.4196456,0.0,0.0,0.32939813,0.36843312,0.0,0.0,0.0,0.0,0.3339105,0.0,0.0,0.40815765,0.0,0.4056737,0.0,0.0,0.3465221,0.36359745,0.0,0.2820212,0.0,0.34785846,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.2861197,0.37637305,0.0,0.0,0.0,0.0,0.43345448,0.0,0.0,0.0,0.36657315,0.0,0.31954795,0.41145694,0.0,0.36985043,0.0,0.3978288,0.0,0.0,0.3804025,0.0,0.0,0.33394396
JS1,0.0,0.0,0.34464312,0.0,0.0,0.0,0.0,0.0,0.3816083,0.3585675,0.41494,0.41166618,0.34160995,0.0,0.0,0.34849,0.3709198,0.0,0.43558353,0.41942278,0.0,0.27935466,0.43426463,0.0,0.38539636,0.0,0.4269777
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3816083,0.0,0.404185,0.37980655,0.0,0.0,0.0,0.0,0.0,0.25733525,0.27159813,0.38404742,0.0,0.3547856,0.0,0.37683693,0.3495777,0.41248032,0.38284978,0.0
Cloacimonadaceae,0.3528355,0.0,0.35887718,0.3357034,0.0,0.3339105,0.43345448,0.3585675,0.404185,0.0,0.2793268,0.39738643,0.35148343,0.4092376,0.31236365,0.33357167,0.25028336,0.30900812,0.3787127,0.34134668,0.28429452,0.41122386,0.0,0.39743432,0.42335328,0.42940444,0.38907552
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41494,0.37980655,0.2793268,0.0,0.31542146,0.40931776,0.0,0.0,0.40985724,0.43166935,0.0,0.32146102,0.4112458,0.0,0.27409843,0.2967499,0.0,0.39887568,0.0,0.2837585
SAR324_clade(Marine_group_B),0.31108326,0.3158585,0.0,0.0,0.0,0.0,0.0,0.41166618,0.0,0.39738643,0.31542146,0.0,0.35609868,0.0,0.0,0.4182095,0.27683568,0.0,0.0,0.4002279,0.0,0.0,0.35408357,0.0,0.0,0.0,0.409351
Syntrophobacteraceae,0.4012193,0.0,0.0,0.0,0.0,0.40815765,0.0,0.34160995,0.0,0.35148343,0.40931776,0.35609868,0.0,0.3230369,0.36460775,0.0,0.32206067,0.0,0.0,0.36502934,0.0,0.38859698,0.41608533,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.3772772,0.26774305,0.0,0.36657315,0.0,0.0,0.4092376,0.0,0.0,0.3230369,0.0,0.0,0.29970574,0.0,0.0,0.0,0.0,0.319606,0.0,0.0,0.4100863,0.32918203,0.32164735,0.31236416
Gracilibacteraceae,0.29538733,0.0,0.0,0.34739107,0.0,0.4056737,0.0,0.0,0.0,0.31236365,0.0,0.0,0.36460775,0.0,0.0,0.36821577,0.0,0.0,0.33454412,0.0,0.4081972,0.0,0.41569135,0.38970596,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.43593717,0.0,0.0,0.0,0.0,0.0,0.31954795,0.34849,0.0,0.33357167,0.40985724,0.4182095,0.0,0.29970574,0.36821577,0.0,0.4127762,0.0,0.0,0.29547158,0.0,0.0,0.38356352,0.39646086,0.0,0.0,0.39782304
Syntrophorhabdaceae,0.0,0.41769528,0.40508276,0.0,0.40061602,0.0,0.41145694,0.3709198,0.25733525,0.25028336,0.43166935,0.27683568,0.32206067,0.0,0.0,0.4127762,0.0,0.42826194,0.37203896,0.0,0.38541996,0.4078835,0.0,0.0,0.0,0.0,0.31732157
Synergistaceae,0.0,0.41865197,0.26505014,0.30573845,0.41872737,0.3465221,0.0,0.0,0.27159813,0.30900812,0.0,0.0,0.0,0.0,0.0,0.0,0.42826194,0.0,0.0,0.0,0.28362897,0.0,0.0,0.0,0.0,0.28102744,0.0
Prolixibacteraceae,0.3527935,0.0,0.38363737,0.0,0.0,0.36359745,0.36985043,0.43558353,0.38404742,0.3787127,0.32146102,0.0,0.0,0.0,0.33454412,0.0,0.37203896,0.0,0.0,0.0,0.43379545,0.38238487,0.0,0.33538723,0.32104793,0.0,0.0
Methanosaetaceae,0.42947134,0.3569671,0.0,0.0,0.0,0.0,0.0,0.41942278,0.0,0.34134668,0.4112458,0.4002279,0.36502934,0.0,0.0,0.29547158,0.0,0.0,0.0,0.0,0.0,0.3629242,0.31790864,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.37844974,0.42697027,0.3670505,0.3553437,0.2820212,0.3978288,0.0,0.3547856,0.28429452,0.0,0.0,0.0,0.319606,0.4081972,0.0,0.38541996,0.28362897,0.43379545,0.0,0.0,0.0,0.0,0.4184866,0.32319131,0.43207186,0.29130852
Methanoregulaceae,0.0,0.0,0.37889755,0.0,0.307474,0.0,0.0,0.27935466,0.0,0.41122386,0.27409843,0.0,0.38859698,0.0,0.0,0.0,0.4078835,0.0,0.38238487,0.3629242,0.0,0.0,0.0,0.0,0.378497,0.0,0.0
Geobacteraceae,0.3286434,0.0,0.0,0.0,0.0,0.34785846,0.0,0.43426463,0.37683693,0.0,0.2967499,0.35408357,0.41608533,0.0,0.41569135,0.38356352,0.0,0.0,0.0,0.31790864,0.0,0.0,0.0,0.0,0.0,0.42193076,0.0
SBR1031,0.0,0.0,0.0,0.37504566,0.0,0.0,0.3804025,0.0,0.3495777,0.39743432,0.0,0.0,0.0,0.4100863,0.38970596,0.39646086,0.0,0.0,0.33538723,0.0,0.4184866,0.0,0.0,0.0,0.0,0.41932648,0.0
Pedosphaeraceae,0.35878503,0.0,0.41057986,0.0,0.0,0.0,0.0,0.38539636,0.41248032,0.42335328,0.39887568,0.0,0.0,0.32918203,0.0,0.0,0.0,0.0,0.32104793,0.0,0.32319131,0.378497,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.39078403,0.3611695,0.26945236,0.0,0.0,0.0,0.0,0.38284978,0.42940444,0.0,0.0,0.0,0.32164735,0.0,0.0,0.0,0.28102744,0.0,0.0,0.43207186,0.0,0.42193076,0.41932648,0.0,0.0,0.0
Kosmotogaceae,0.0,0.38319033,0.0,0.0,0.38736367,0.0,0.33394396,0.4269777,0.0,0.38907552,0.2837585,0.409351,0.0,0.31236416,0.0,0.39782304,0.31732157,0.0,0.0,0.0,0.29130852,0.0,0.0,0.0,0.0,0.0,0.0
