,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42239085,0.40830728,0.3887628,0.0,0.37238985,0.3979243,0.0,0.0,0.42140374,0.41804284,0.0,0.42949885,0.42929694,0.0,0.37217173,0.3834314,0.0,0.41787532,0.0,0.45048437
SAR324_clade(Marine_group_B),0.41912955,0.41299218,0.0,0.0,0.0,0.0,0.0,0.44327015,0.0,0.33943963,0.37238985,0.0,0.43846413,0.0,0.0,0.33476174,0.4348676,0.0,0.0,0.41060808,0.0,0.0,0.42621228,0.0,0.0,0.0,0.29831
Syntrophobacteraceae,0.313111,0.0,0.0,0.0,0.0,0.31967908,0.0,0.45028278,0.0,0.40410113,0.3979243,0.43846413,0.0,0.45672765,0.3545253,0.0,0.44997796,0.0,0.0,0.39190173,0.0,0.36940444,0.44711587,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.42855516,0.411766,0.0,0.42592707,0.0,0.0,0.3721939,0.0,0.0,0.45672765,0.0,0.0,0.40682486,0.0,0.0,0.0,0.0,0.42489365,0.0,0.0,0.36469245,0.41924727,0.4573377,0.3860003
Gracilibacteraceae,0.43479803,0.0,0.0,0.37647524,0.0,0.32360697,0.0,0.0,0.0,0.3513714,0.0,0.0,0.3545253,0.0,0.0,0.26923552,0.0,0.0,0.3408586,0.0,0.39210144,0.0,0.41684952,0.34977326,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.4308357,0.0,0.0,0.0,0.0,0.0,0.39407712,0.40978047,0.0,0.42640147,0.42140374,0.33476174,0.0,0.40682486,0.26923552,0.0,0.2857591,0.0,0.0,0.39140874,0.0,0.0,0.43835488,0.37822172,0.0,0.0,0.3904462
Syntrophorhabdaceae,0.0,0.43662933,0.41256994,0.0,0.370103,0.0,0.40226898,0.32411423,0.44088942,0.35142374,0.41804284,0.4348676,0.44997796,0.0,0.0,0.2857591,0.0,0.41281953,0.3968049,0.0,0.4250842,0.3858836,0.0,0.0,0.0,0.0,0.45013887
Synergistaceae,0.0,0.44015667,0.3866852,0.420221,0.32582867,0.3101238,0.0,0.0,0.36739025,0.37239385,0.0,0.0,0.0,0.0,0.0,0.0,0.41281953,0.0,0.0,0.0,0.39453405,0.0,0.0,0.0,0.0,0.4551417,0.0
Prolixibacteraceae,0.36511153,0.0,0.3806948,0.0,0.0,0.41728085,0.43286502,0.4395157,0.3975357,0.35436043,0.42949885,0.0,0.0,0.0,0.3408586,0.0,0.3968049,0.0,0.0,0.0,0.29314366,0.4118738,0.0,0.4068021,0.32754025,0.0,0.0
Methanosaetaceae,0.43771362,0.37822843,0.0,0.0,0.0,0.0,0.0,0.45388028,0.0,0.44407055,0.42929694,0.41060808,0.39190173,0.0,0.0,0.39140874,0.0,0.0,0.0,0.0,0.0,0.4574412,0.45824704,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.44676068,0.43199626,0.36448127,0.35353824,0.28270873,0.41013485,0.0,0.38744795,0.27854443,0.0,0.0,0.0,0.42489365,0.39210144,0.0,0.4250842,0.39453405,0.29314366,0.0,0.0,0.0,0.0,0.42405108,0.45244086,0.44974488,0.41074708
Methanoregulaceae,0.0,0.0,0.38486552,0.0,0.43007034,0.0,0.0,0.34386352,0.0,0.3970465,0.37217173,0.0,0.36940444,0.0,0.0,0.0,0.3858836,0.0,0.4118738,0.4574412,0.0,0.0,0.0,0.0,0.44175613,0.0,0.0
Geobacteraceae,0.38729423,0.0,0.0,0.0,0.0,0.4208049,0.0,0.43160984,0.42900205,0.0,0.3834314,0.42621228,0.44711587,0.0,0.41684952,0.43835488,0.0,0.0,0.0,0.45824704,0.0,0.0,0.0,0.0,0.0,0.31507954,0.0
SBR1031,0.0,0.0,0.0,0.34530878,0.0,0.0,0.41004848,0.0,0.3031216,0.41087693,0.0,0.0,0.0,0.36469245,0.34977326,0.37822172,0.0,0.0,0.4068021,0.0,0.42405108,0.0,0.0,0.0,0.0,0.45235375,0.0
Pedosphaeraceae,0.41865647,0.0,0.43358338,0.0,0.0,0.0,0.0,0.4232455,0.43484524,0.36155006,0.41787532,0.0,0.0,0.41924727,0.0,0.0,0.0,0.0,0.32754025,0.0,0.45244086,0.44175613,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.35966697,0.30165583,0.4355996,0.0,0.0,0.0,0.0,0.37377444,0.3903946,0.0,0.0,0.0,0.4573377,0.0,0.0,0.0,0.4551417,0.0,0.0,0.44974488,0.0,0.31507954,0.45235375,0.0,0.0,0.0
Kosmotogaceae,0.0,0.45774832,0.0,0.0,0.3702536,0.0,0.30753717,0.44686833,0.0,0.32727537,0.45048437,0.29831,0.0,0.3860003,0.0,0.3904462,0.45013887,0.0,0.0,0.0,0.41074708,0.0,0.0,0.0,0.0,0.0,0.0
