,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.42876145,0.0,0.34951657,0.0,0.0,0.0,0.4347713,0.0,0.32371938,0.39898354,0.0,0.3708885,0.35495725,0.0,0.0,0.4508114,0.3330311,0.0,0.0,0.41005066,0.0,0.34056625,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.4151126,0.3005775,0.43940318,0.0,0.0,0.0,0.0,0.0,0.0,0.3996445,0.0,0.0,0.0,0.0,0.39631578,0.42417043,0.0,0.45943764,0.3538339,0.0,0.0,0.0,0.0,0.45621094,0.3830507
uncultured,0.0,0.4151126,0.0,0.44703603,0.0,0.0,0.0,0.45268852,0.0,0.41271707,0.0,0.0,0.0,0.0,0.0,0.0,0.37442154,0.3569443,0.45109284,0.0,0.37725624,0.40782204,0.0,0.0,0.44306663,0.32283846,0.0
UnclassifiedFamily,0.42876145,0.3005775,0.44703603,0.0,0.43991533,0.41035447,0.36978465,0.0,0.0,0.43823314,0.0,0.0,0.0,0.34897324,0.43619776,0.0,0.0,0.44861096,0.0,0.0,0.40776432,0.0,0.0,0.35533276,0.0,0.42019755,0.0
Aminicenantales,0.0,0.43940318,0.0,0.43991533,0.0,0.442908,0.44633228,0.0,0.0,0.0,0.0,0.0,0.0,0.33360338,0.0,0.0,0.33133295,0.39398378,0.0,0.0,0.41714826,0.3679878,0.0,0.0,0.0,0.0,0.37945917
Rikenellaceae,0.34951657,0.0,0.0,0.41035447,0.442908,0.0,0.0,0.0,0.0,0.39793402,0.0,0.0,0.3681186,0.0,0.4513834,0.0,0.0,0.45150748,0.42605293,0.0,0.37184474,0.0,0.31451875,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.36978465,0.44633228,0.0,0.0,0.0,0.0,0.3351186,0.0,0.0,0.0,0.3818564,0.0,0.39004067,0.3670628,0.0,0.36048403,0.0,0.42302144,0.0,0.0,0.3176978,0.0,0.0,0.40720794
JS1,0.0,0.0,0.45268852,0.0,0.0,0.0,0.0,0.0,0.4594693,0.41694063,0.3900107,0.38537505,0.34626815,0.0,0.0,0.44799495,0.39451978,0.0,0.3325959,0.42866626,0.0,0.3992886,0.33288464,0.0,0.39171982,0.0,0.35008198
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4594693,0.0,0.4139598,0.38045517,0.0,0.0,0.0,0.0,0.0,0.40121228,0.36370644,0.40897664,0.0,0.40785816,0.0,0.42347416,0.44499254,0.37506965,0.4147309,0.0
Cloacimonadaceae,0.4347713,0.0,0.41271707,0.43823314,0.0,0.39793402,0.3351186,0.41694063,0.4139598,0.0,0.32252482,0.4287201,0.43781322,0.37064725,0.4203814,0.34157693,0.41981244,0.43758747,0.44410187,0.4571026,0.37652305,0.28626606,0.0,0.43880445,0.4376,0.36950403,0.36456874
