,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3900107,0.38045517,0.32252482,0.0,0.43083626,0.31142527,0.0,0.0,0.37944993,0.3185826,0.0,0.40223995,0.38099074,0.0,0.3775282,0.3010034,0.0,0.32907036,0.0,0.3533338
SAR324_clade(Marine_group_B),0.32371938,0.3996445,0.0,0.0,0.0,0.0,0.0,0.38537505,0.0,0.4287201,0.43083626,0.0,0.31874442,0.0,0.0,0.41439795,0.37184927,0.0,0.0,0.4259108,0.0,0.0,0.35271987,0.0,0.0,0.0,0.4418333
Syntrophobacteraceae,0.39898354,0.0,0.0,0.0,0.0,0.3681186,0.0,0.34626815,0.0,0.43781322,0.31142527,0.31874442,0.0,0.42227855,0.4448907,0.0,0.28565258,0.0,0.0,0.3674311,0.0,0.44638595,0.2974321,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.34897324,0.33360338,0.0,0.3818564,0.0,0.0,0.37064725,0.0,0.0,0.42227855,0.0,0.0,0.34374622,0.0,0.0,0.0,0.0,0.34067062,0.0,0.0,0.3607498,0.3208401,0.43961027,0.45110258
Gracilibacteraceae,0.3708885,0.0,0.0,0.43619776,0.0,0.4513834,0.0,0.0,0.0,0.4203814,0.0,0.0,0.4448907,0.0,0.0,0.31066754,0.0,0.0,0.30999205,0.0,0.32997367,0.0,0.42464453,0.28628743,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.35495725,0.0,0.0,0.0,0.0,0.0,0.39004067,0.44799495,0.0,0.34157693,0.37944993,0.41439795,0.0,0.34374622,0.31066754,0.0,0.32737133,0.0,0.0,0.42149743,0.0,0.0,0.43806577,0.38864872,0.0,0.0,0.35817358
Syntrophorhabdaceae,0.0,0.39631578,0.37442154,0.0,0.33133295,0.0,0.3670628,0.39451978,0.40121228,0.41981244,0.3185826,0.37184927,0.28565258,0.0,0.0,0.32737133,0.0,0.36316144,0.3366016,0.0,0.41712287,0.41033852,0.0,0.0,0.0,0.0,0.37570328
Synergistaceae,0.0,0.42417043,0.3569443,0.44861096,0.39398378,0.45150748,0.0,0.0,0.36370644,0.43758747,0.0,0.0,0.0,0.0,0.0,0.0,0.36316144,0.0,0.0,0.0,0.3905154,0.0,0.0,0.0,0.0,0.43290588,0.0
Prolixibacteraceae,0.4508114,0.0,0.45109284,0.0,0.0,0.42605293,0.36048403,0.3325959,0.40897664,0.44410187,0.40223995,0.0,0.0,0.0,0.30999205,0.0,0.3366016,0.0,0.0,0.0,0.40065616,0.31429166,0.0,0.33882508,0.4421184,0.0,0.0
Methanosaetaceae,0.3330311,0.45943764,0.0,0.0,0.0,0.0,0.0,0.42866626,0.0,0.4571026,0.38099074,0.4259108,0.3674311,0.0,0.0,0.42149743,0.0,0.0,0.0,0.0,0.0,0.41360754,0.3456472,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.3538339,0.37725624,0.40776432,0.41714826,0.37184474,0.42302144,0.0,0.40785816,0.37652305,0.0,0.0,0.0,0.34067062,0.32997367,0.0,0.41712287,0.3905154,0.40065616,0.0,0.0,0.0,0.0,0.37709922,0.4417272,0.44276565,0.4376714
Methanoregulaceae,0.0,0.0,0.40782204,0.0,0.3679878,0.0,0.0,0.3992886,0.0,0.28626606,0.3775282,0.0,0.44638595,0.0,0.0,0.0,0.41033852,0.0,0.31429166,0.41360754,0.0,0.0,0.0,0.0,0.3871719,0.0,0.0
Geobacteraceae,0.41005066,0.0,0.0,0.0,0.0,0.31451875,0.0,0.33288464,0.42347416,0.0,0.3010034,0.35271987,0.2974321,0.0,0.42464453,0.43806577,0.0,0.0,0.0,0.3456472,0.0,0.0,0.0,0.0,0.0,0.4492425,0.0
SBR1031,0.0,0.0,0.0,0.35533276,0.0,0.0,0.3176978,0.0,0.44499254,0.43880445,0.0,0.0,0.0,0.3607498,0.28628743,0.38864872,0.0,0.0,0.33882508,0.0,0.37709922,0.0,0.0,0.0,0.0,0.39687175,0.0
Pedosphaeraceae,0.34056625,0.0,0.44306663,0.0,0.0,0.0,0.0,0.39171982,0.37506965,0.4376,0.32907036,0.0,0.0,0.3208401,0.0,0.0,0.0,0.0,0.4421184,0.0,0.4417272,0.3871719,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.45621094,0.32283846,0.42019755,0.0,0.0,0.0,0.0,0.4147309,0.36950403,0.0,0.0,0.0,0.43961027,0.0,0.0,0.0,0.43290588,0.0,0.0,0.44276565,0.0,0.4492425,0.39687175,0.0,0.0,0.0
Kosmotogaceae,0.0,0.3830507,0.0,0.0,0.37945917,0.0,0.40720794,0.35008198,0.0,0.36456874,0.3533338,0.4418333,0.0,0.45110258,0.0,0.35817358,0.37570328,0.0,0.0,0.0,0.4376714,0.0,0.0,0.0,0.0,0.0,0.0
