,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39944863,0.43741554,0.439542,0.0,0.36676747,0.32884842,0.0,0.0,0.30907348,0.32834014,0.0,0.4499856,0.3883895,0.0,0.335923,0.44296345,0.0,0.34891695,0.0,0.38484767
SAR324_clade(Marine_group_B),0.4534012,0.3735375,0.0,0.0,0.0,0.0,0.0,0.36239877,0.0,0.41176385,0.36676747,0.0,0.30274045,0.0,0.0,0.3360687,0.2901255,0.0,0.0,0.42897877,0.0,0.0,0.45709324,0.0,0.0,0.0,0.28751382
Syntrophobacteraceae,0.44320938,0.0,0.0,0.0,0.0,0.40597603,0.0,0.30948004,0.0,0.34634316,0.32884842,0.30274045,0.0,0.31542817,0.39808133,0.0,0.45240155,0.0,0.0,0.34180343,0.0,0.31583747,0.35798278,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.41987956,0.3852609,0.0,0.44790938,0.0,0.0,0.3119873,0.0,0.0,0.31542817,0.0,0.0,0.37309346,0.0,0.0,0.0,0.0,0.4393964,0.0,0.0,0.29284626,0.44509882,0.36990288,0.45289055
Gracilibacteraceae,0.42452556,0.0,0.0,0.3480365,0.0,0.35066,0.0,0.0,0.0,0.448739,0.0,0.0,0.39808133,0.0,0.0,0.45141914,0.0,0.0,0.3034153,0.0,0.40358007,0.0,0.40446022,0.4586611,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.42019445,0.0,0.0,0.0,0.0,0.0,0.42755315,0.35966402,0.0,0.3549043,0.30907348,0.3360687,0.0,0.37309346,0.45141914,0.0,0.41224772,0.0,0.0,0.32109737,0.0,0.0,0.40881997,0.38502195,0.0,0.0,0.40267566
Syntrophorhabdaceae,0.0,0.44490486,0.43747684,0.0,0.33498302,0.0,0.42310616,0.41183186,0.4062403,0.41476226,0.32834014,0.2901255,0.45240155,0.0,0.0,0.41224772,0.0,0.2732036,0.36376312,0.0,0.3423023,0.36359596,0.0,0.0,0.0,0.0,0.39734995
Synergistaceae,0.0,0.38483074,0.38364387,0.45251152,0.38165358,0.34836158,0.0,0.0,0.3776137,0.39751545,0.0,0.0,0.0,0.0,0.0,0.0,0.2732036,0.0,0.0,0.0,0.37865412,0.0,0.0,0.0,0.0,0.4377332,0.0
Prolixibacteraceae,0.36805186,0.0,0.440842,0.0,0.0,0.36335573,0.43644813,0.45100626,0.45757106,0.41995567,0.4499856,0.0,0.0,0.0,0.3034153,0.0,0.36376312,0.0,0.0,0.0,0.41813272,0.42569476,0.0,0.45797405,0.37372375,0.0,0.0
Methanosaetaceae,0.29904157,0.4582902,0.0,0.0,0.0,0.0,0.0,0.31700656,0.0,0.42866337,0.3883895,0.42897877,0.34180343,0.0,0.0,0.32109737,0.0,0.0,0.0,0.0,0.0,0.41471732,0.35686296,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.30986407,0.45411596,0.42679185,0.42188582,0.3300638,0.38667375,0.0,0.360264,0.43463403,0.0,0.0,0.0,0.4393964,0.40358007,0.0,0.3423023,0.37865412,0.41813272,0.0,0.0,0.0,0.0,0.38150284,0.29965052,0.29183862,0.39554203
Methanoregulaceae,0.0,0.0,0.39425567,0.0,0.3742885,0.0,0.0,0.36764768,0.0,0.40996814,0.335923,0.0,0.31583747,0.0,0.0,0.0,0.36359596,0.0,0.42569476,0.41471732,0.0,0.0,0.0,0.0,0.33231553,0.0,0.0
Geobacteraceae,0.43512195,0.0,0.0,0.0,0.0,0.45399702,0.0,0.29318944,0.41800958,0.0,0.44296345,0.45709324,0.35798278,0.0,0.40446022,0.40881997,0.0,0.0,0.0,0.35686296,0.0,0.0,0.0,0.0,0.0,0.3821816,0.0
SBR1031,0.0,0.0,0.0,0.45924184,0.0,0.0,0.43393102,0.0,0.43809748,0.42879862,0.0,0.0,0.0,0.29284626,0.4586611,0.38502195,0.0,0.0,0.45797405,0.0,0.38150284,0.0,0.0,0.0,0.0,0.37806436,0.0
Pedosphaeraceae,0.45783865,0.0,0.45734707,0.0,0.0,0.0,0.0,0.33347857,0.32739028,0.404968,0.34891695,0.0,0.0,0.44509882,0.0,0.0,0.0,0.0,0.37372375,0.0,0.29965052,0.33231553,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.35472202,0.35149103,0.35408318,0.0,0.0,0.0,0.0,0.40354556,0.4031922,0.0,0.0,0.0,0.36990288,0.0,0.0,0.0,0.4377332,0.0,0.0,0.29183862,0.0,0.3821816,0.37806436,0.0,0.0,0.0
Kosmotogaceae,0.0,0.42348382,0.0,0.0,0.26783127,0.0,0.29132938,0.45274246,0.0,0.40406254,0.38484767,0.28751382,0.0,0.45289055,0.0,0.40267566,0.39734995,0.0,0.0,0.0,0.39554203,0.0,0.0,0.0,0.0,0.0,0.0
