,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Bacteroidetes_vadinHA17,0.37785596,0.0,0.0,0.0,0.0,0.0,0.43804857,0.3682862,0.0,0.327089,0.3859729,0.41790572,0.0,0.42275026,0.44406113,0.0,0.36874345,0.0,0.0,0.42584446,0.0,0.0,0.37176704,0.4552773,0.0,0.0,0.3368993
Syntrophorhabdaceae,0.0,0.37418592,0.38254678,0.0,0.32427698,0.0,0.4530624,0.45134947,0.41018242,0.4198557,0.44412404,0.4355276,0.43822083,0.0,0.0,0.36874345,0.0,0.3092066,0.39696428,0.0,0.40303195,0.43482637,0.0,0.0,0.0,0.0,0.37357923
Synergistaceae,0.0,0.45104113,0.33172867,0.41388252,0.44764856,0.42141026,0.0,0.0,0.42185068,0.30885562,0.0,0.0,0.0,0.0,0.0,0.0,0.3092066,0.0,0.0,0.0,0.33058065,0.0,0.0,0.0,0.0,0.3166649,0.0
Prolixibacteraceae,0.43239605,0.0,0.42872456,0.0,0.0,0.4366475,0.38890162,0.26447105,0.41108295,0.31164786,0.44164547,0.0,0.0,0.0,0.45098725,0.0,0.39696428,0.0,0.0,0.0,0.37250665,0.28910977,0.0,0.34534743,0.3065801,0.0,0.0
Methanosaetaceae,0.39895135,0.4153243,0.0,0.0,0.0,0.0,0.0,0.39824718,0.0,0.40628332,0.3547716,0.32439023,0.42789695,0.0,0.0,0.42584446,0.0,0.0,0.0,0.0,0.0,0.42627752,0.39020112,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.42528072,0.37795436,0.28230602,0.4580906,0.39239347,0.36240116,0.0,0.39674172,0.390493,0.0,0.0,0.0,0.32255447,0.37734762,0.0,0.40303195,0.33058065,0.37250665,0.0,0.0,0.0,0.0,0.35471535,0.3062373,0.43313527,0.40346503
Methanoregulaceae,0.0,0.0,0.370027,0.0,0.43739426,0.0,0.0,0.36704198,0.0,0.35077688,0.34121624,0.0,0.3431942,0.0,0.0,0.0,0.43482637,0.0,0.28910977,0.42627752,0.0,0.0,0.0,0.0,0.4400055,0.0,0.0
Geobacteraceae,0.41741243,0.0,0.0,0.0,0.0,0.3866918,0.0,0.38302526,0.3711917,0.0,0.32833788,0.34769985,0.3541918,0.0,0.41767848,0.37176704,0.0,0.0,0.0,0.39020112,0.0,0.0,0.0,0.0,0.0,0.3031574,0.0
SBR1031,0.0,0.0,0.0,0.371863,0.0,0.0,0.3805208,0.0,0.36508495,0.45917112,0.0,0.0,0.0,0.3369011,0.27553043,0.4552773,0.0,0.0,0.34534743,0.0,0.35471535,0.0,0.0,0.0,0.0,0.3705869,0.0
Pedosphaeraceae,0.3426083,0.0,0.31495988,0.0,0.0,0.0,0.0,0.3664571,0.3979732,0.38035852,0.41983023,0.0,0.0,0.3963688,0.0,0.0,0.0,0.0,0.3065801,0.0,0.3062373,0.4400055,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.3443168,0.31791002,0.4548413,0.0,0.0,0.0,0.0,0.44682088,0.43869278,0.0,0.0,0.0,0.4388606,0.0,0.0,0.0,0.3166649,0.0,0.0,0.43313527,0.0,0.3031574,0.3705869,0.0,0.0,0.0
Kosmotogaceae,0.0,0.27325833,0.0,0.0,0.4470107,0.0,0.40427268,0.41276634,0.0,0.40717232,0.34620836,0.37115973,0.0,0.4311444,0.0,0.3368993,0.37357923,0.0,0.0,0.0,0.40346503,0.0,0.0,0.0,0.0,0.0,0.0
