,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21942583,0.2718271,0.26361272,0.0,0.30493882,0.28897837,0.0,0.0,0.25847408,0.2710488,0.0,0.3118979,0.267754,0.0,0.2624355,0.27132216,0.0,0.27733898,0.0,0.2380275
SAR324_clade(Marine_group_B),0.24202324,0.25257516,0.0,0.0,0.0,0.0,0.0,0.30953646,0.0,0.307215,0.30493882,0.0,0.2902876,0.0,0.0,0.28696525,0.214767,0.0,0.0,0.2788049,0.0,0.0,0.18659887,0.0,0.0,0.0,0.29601756
Syntrophobacteraceae,0.22648162,0.0,0.0,0.0,0.0,0.2954704,0.0,0.24296476,0.0,0.2927604,0.28897837,0.2902876,0.0,0.28642714,0.30103827,0.0,0.3037613,0.0,0.0,0.24233311,0.0,0.28906912,0.2415946,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.2826517,0.25277603,0.0,0.2886001,0.0,0.0,0.27340567,0.0,0.0,0.28642714,0.0,0.0,0.28254497,0.0,0.0,0.0,0.0,0.18522319,0.0,0.0,0.276276,0.2825479,0.29728347,0.3062757
Gracilibacteraceae,0.3081534,0.0,0.0,0.23088668,0.0,0.22814173,0.0,0.0,0.0,0.27345705,0.0,0.0,0.30103827,0.0,0.0,0.2582246,0.0,0.0,0.26919135,0.0,0.21936794,0.0,0.28234112,0.29577318,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.28867579,0.0,0.0,0.0,0.0,0.0,0.24741332,0.3121449,0.0,0.28001973,0.25847408,0.28696525,0.0,0.28254497,0.2582246,0.0,0.30453652,0.0,0.0,0.2877339,0.0,0.0,0.3043692,0.19018011,0.0,0.0,0.2832963
Syntrophorhabdaceae,0.0,0.21764845,0.29493445,0.0,0.23261477,0.0,0.27260846,0.21709266,0.31133616,0.2943943,0.2710488,0.214767,0.3037613,0.0,0.0,0.30453652,0.0,0.23314372,0.26880348,0.0,0.29712546,0.21253632,0.0,0.0,0.0,0.0,0.28611267
Synergistaceae,0.0,0.29918474,0.2798839,0.30800787,0.24452226,0.3094556,0.0,0.0,0.30060327,0.20857836,0.0,0.0,0.0,0.0,0.0,0.0,0.23314372,0.0,0.0,0.0,0.2703639,0.0,0.0,0.0,0.0,0.24829063,0.0
Prolixibacteraceae,0.26248255,0.0,0.26282015,0.0,0.0,0.22898057,0.2551565,0.21067503,0.30697802,0.30849206,0.3118979,0.0,0.0,0.0,0.26919135,0.0,0.26880348,0.0,0.0,0.0,0.22587593,0.28815493,0.0,0.3006331,0.2845968,0.0,0.0
Methanosaetaceae,0.31048274,0.30250213,0.0,0.0,0.0,0.0,0.0,0.26246786,0.0,0.30673704,0.267754,0.2788049,0.24233311,0.0,0.0,0.2877339,0.0,0.0,0.0,0.0,0.0,0.30302924,0.28366056,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.2283754,0.20108524,0.17909156,0.31340945,0.21637021,0.30987832,0.0,0.2605583,0.24167264,0.0,0.0,0.0,0.18522319,0.21936794,0.0,0.29712546,0.2703639,0.22587593,0.0,0.0,0.0,0.0,0.29702234,0.28352138,0.2805127,0.25270748
Methanoregulaceae,0.0,0.0,0.28354886,0.0,0.24522834,0.0,0.0,0.2567403,0.0,0.29211852,0.2624355,0.0,0.28906912,0.0,0.0,0.0,0.21253632,0.0,0.28815493,0.30302924,0.0,0.0,0.0,0.0,0.25526857,0.0,0.0
Geobacteraceae,0.31178004,0.0,0.0,0.0,0.0,0.25865042,0.0,0.2807427,0.29012975,0.0,0.27132216,0.18659887,0.2415946,0.0,0.28234112,0.3043692,0.0,0.0,0.0,0.28366056,0.0,0.0,0.0,0.0,0.0,0.21692395,0.0
SBR1031,0.0,0.0,0.0,0.2392039,0.0,0.0,0.27121344,0.0,0.23878819,0.2805386,0.0,0.0,0.0,0.276276,0.29577318,0.19018011,0.0,0.0,0.3006331,0.0,0.29702234,0.0,0.0,0.0,0.0,0.2575268,0.0
Pedosphaeraceae,0.30942738,0.0,0.24955073,0.0,0.0,0.0,0.0,0.29885584,0.2379796,0.29303277,0.27733898,0.0,0.0,0.2825479,0.0,0.0,0.0,0.0,0.2845968,0.0,0.28352138,0.25526857,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.26767585,0.1903178,0.26043552,0.0,0.0,0.0,0.0,0.24865809,0.2751911,0.0,0.0,0.0,0.29728347,0.0,0.0,0.0,0.24829063,0.0,0.0,0.2805127,0.0,0.21692395,0.2575268,0.0,0.0,0.0
Kosmotogaceae,0.0,0.2806104,0.0,0.0,0.2982695,0.0,0.30085808,0.29621196,0.0,0.2811092,0.2380275,0.29601756,0.0,0.3062757,0.0,0.2832963,0.28611267,0.0,0.0,0.0,0.25270748,0.0,0.0,0.0,0.0,0.0,0.0
