,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37351686,0.35103884,0.394339,0.0,0.44169688,0.3445766,0.0,0.0,0.3939101,0.36490932,0.0,0.45557153,0.4026691,0.0,0.29853702,0.3683706,0.0,0.41274142,0.0,0.41183552
SAR324_clade(Marine_group_B),0.33407307,0.4344358,0.0,0.0,0.0,0.0,0.0,0.44172516,0.0,0.4274727,0.44169688,0.0,0.3907639,0.0,0.0,0.35939208,0.35203916,0.0,0.0,0.43394047,0.0,0.0,0.275891,0.0,0.0,0.0,0.3638717
Syntrophobacteraceae,0.419821,0.0,0.0,0.0,0.0,0.45125857,0.0,0.3097549,0.0,0.43921456,0.3445766,0.3907639,0.0,0.42954886,0.44746736,0.0,0.42474744,0.0,0.0,0.3512395,0.0,0.2722846,0.35192358,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.45484814,0.42106608,0.0,0.4546326,0.0,0.0,0.38955697,0.0,0.0,0.42954886,0.0,0.0,0.38979006,0.0,0.0,0.0,0.0,0.38114715,0.0,0.0,0.3742317,0.3192366,0.2701167,0.43081495
Gracilibacteraceae,0.43038604,0.0,0.0,0.4166985,0.0,0.37261054,0.0,0.0,0.0,0.40761647,0.0,0.0,0.44746736,0.0,0.0,0.40859917,0.0,0.0,0.37398127,0.0,0.44225135,0.0,0.4255087,0.45514315,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.35652643,0.0,0.0,0.0,0.0,0.0,0.29954427,0.4079939,0.0,0.40036398,0.3939101,0.35939208,0.0,0.38979006,0.40859917,0.0,0.4257191,0.0,0.0,0.431992,0.0,0.0,0.30863702,0.34455672,0.0,0.0,0.41623875
Syntrophorhabdaceae,0.0,0.31525496,0.45062986,0.0,0.43915418,0.0,0.33751747,0.35272288,0.33258745,0.4353271,0.36490932,0.35203916,0.42474744,0.0,0.0,0.4257191,0.0,0.44572732,0.3469221,0.0,0.36971042,0.43299264,0.0,0.0,0.0,0.0,0.28546324
Synergistaceae,0.0,0.44633058,0.37934172,0.41381535,0.29559636,0.4438331,0.0,0.0,0.45609263,0.43239936,0.0,0.0,0.0,0.0,0.0,0.0,0.44572732,0.0,0.0,0.0,0.4469978,0.0,0.0,0.0,0.0,0.42339218,0.0
Prolixibacteraceae,0.43120036,0.0,0.44785142,0.0,0.0,0.3699559,0.42106783,0.37178037,0.4043264,0.36848918,0.45557153,0.0,0.0,0.0,0.37398127,0.0,0.3469221,0.0,0.0,0.0,0.38129392,0.4023358,0.0,0.34140995,0.42762637,0.0,0.0
Methanosaetaceae,0.36624244,0.42894238,0.0,0.0,0.0,0.0,0.0,0.39617926,0.0,0.4081821,0.4026691,0.43394047,0.3512395,0.0,0.0,0.431992,0.0,0.0,0.0,0.0,0.0,0.34125796,0.34378025,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.42768854,0.44636267,0.3693183,0.39305747,0.33930364,0.38981485,0.0,0.44239953,0.38005653,0.0,0.0,0.0,0.38114715,0.44225135,0.0,0.36971042,0.4469978,0.38129392,0.0,0.0,0.0,0.0,0.35241205,0.39063945,0.4190843,0.3687177
Methanoregulaceae,0.0,0.0,0.4376349,0.0,0.44714174,0.0,0.0,0.43936735,0.0,0.39743093,0.29853702,0.0,0.2722846,0.0,0.0,0.0,0.43299264,0.0,0.4023358,0.34125796,0.0,0.0,0.0,0.0,0.30889437,0.0,0.0
Geobacteraceae,0.39206293,0.0,0.0,0.0,0.0,0.35121268,0.0,0.40576026,0.28113163,0.0,0.3683706,0.275891,0.35192358,0.0,0.4255087,0.30863702,0.0,0.0,0.0,0.34378025,0.0,0.0,0.0,0.0,0.0,0.4291596,0.0
SBR1031,0.0,0.0,0.0,0.3304817,0.0,0.0,0.4402815,0.0,0.32241398,0.41805434,0.0,0.0,0.0,0.3742317,0.45514315,0.34455672,0.0,0.0,0.34140995,0.0,0.35241205,0.0,0.0,0.0,0.0,0.447682,0.0
Pedosphaeraceae,0.43284094,0.0,0.30912548,0.0,0.0,0.0,0.0,0.43769762,0.37798128,0.27531475,0.41274142,0.0,0.0,0.3192366,0.0,0.0,0.0,0.0,0.42762637,0.0,0.39063945,0.30889437,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.42522392,0.35072148,0.35544285,0.0,0.0,0.0,0.0,0.40513337,0.28040037,0.0,0.0,0.0,0.2701167,0.0,0.0,0.0,0.42339218,0.0,0.0,0.4190843,0.0,0.4291596,0.447682,0.0,0.0,0.0
Kosmotogaceae,0.0,0.43336862,0.0,0.0,0.37230977,0.0,0.44025555,0.44466713,0.0,0.34419227,0.41183552,0.3638717,0.0,0.43081495,0.0,0.41623875,0.28546324,0.0,0.0,0.0,0.3687177,0.0,0.0,0.0,0.0,0.0,0.0
