,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.44311664,0.0,0.37218264,0.0,0.0,0.0,0.4564729,0.0,0.33407307,0.419821,0.0,0.43038604,0.35652643,0.0,0.0,0.43120036,0.36624244,0.0,0.0,0.39206293,0.0,0.43284094,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.37201473,0.44193646,0.43702975,0.0,0.0,0.0,0.0,0.0,0.0,0.4344358,0.0,0.0,0.0,0.0,0.31525496,0.44633058,0.0,0.42894238,0.42768854,0.0,0.0,0.0,0.0,0.42522392,0.43336862
uncultured,0.0,0.37201473,0.0,0.38108224,0.0,0.0,0.0,0.42936778,0.0,0.33034515,0.0,0.0,0.0,0.0,0.0,0.0,0.45062986,0.37934172,0.44785142,0.0,0.44636267,0.4376349,0.0,0.0,0.30912548,0.35072148,0.0
UnclassifiedFamily,0.44311664,0.44193646,0.38108224,0.0,0.4057597,0.37503183,0.3173641,0.0,0.0,0.30274966,0.0,0.0,0.0,0.45484814,0.4166985,0.0,0.0,0.41381535,0.0,0.0,0.3693183,0.0,0.0,0.3304817,0.0,0.35544285,0.0
Aminicenantales,0.0,0.43702975,0.0,0.4057597,0.0,0.44984075,0.40669885,0.0,0.0,0.0,0.0,0.0,0.0,0.42106608,0.0,0.0,0.43915418,0.29559636,0.0,0.0,0.39305747,0.44714174,0.0,0.0,0.0,0.0,0.37230977
Rikenellaceae,0.37218264,0.0,0.0,0.37503183,0.44984075,0.0,0.0,0.0,0.0,0.2965517,0.0,0.0,0.45125857,0.0,0.37261054,0.0,0.0,0.4438331,0.3699559,0.0,0.33930364,0.0,0.35121268,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.3173641,0.40669885,0.0,0.0,0.0,0.0,0.44315857,0.0,0.0,0.0,0.4546326,0.0,0.29954427,0.33751747,0.0,0.42106783,0.0,0.38981485,0.0,0.0,0.4402815,0.0,0.0,0.44025555
JS1,0.0,0.0,0.42936778,0.0,0.0,0.0,0.0,0.0,0.39210466,0.44779173,0.37351686,0.44172516,0.3097549,0.0,0.0,0.4079939,0.35272288,0.0,0.37178037,0.39617926,0.0,0.43936735,0.40576026,0.0,0.43769762,0.0,0.44466713
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39210466,0.0,0.4457899,0.35103884,0.0,0.0,0.0,0.0,0.0,0.33258745,0.45609263,0.4043264,0.0,0.44239953,0.0,0.28113163,0.32241398,0.37798128,0.40513337,0.0
Cloacimonadaceae,0.4564729,0.0,0.33034515,0.30274966,0.0,0.2965517,0.44315857,0.44779173,0.4457899,0.0,0.394339,0.4274727,0.43921456,0.38955697,0.40761647,0.40036398,0.4353271,0.43239936,0.36848918,0.4081821,0.38005653,0.39743093,0.0,0.41805434,0.27531475,0.28040037,0.34419227
